Centro Nacional de Control de Energia
Precios Marginales Locales del MTR (Calculo ExPost) 
Sistema Interconectado Baja California Sur
Reporte diario
Fecha: 12/Junio/2017
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 19/Junio/2017 15:52:20 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
16,07INS-115,3751.93,3666.19,85.74,0
17,07INS-115,3933.75,3895.71,38.04,0
18,07INS-115,3980.91,3942.44,38.47,0
19,07INS-115,3996,3908.31,87.69,0
20,07INS-115,3960.32,3879.89,80.43,0
21,07INS-115,3906.27,3809.35,96.92,0
22,07INS-115,4115.45,4031.45,84.01,0
23,07INS-115,3995.91,3908.24,87.67,0
24,07INS-115,3480.99,3433.7,47.29,0
1,07LAP-115,1919.83,1924.17,-4.35,0
2,07LAP-115,1861.68,1868.57,-6.89,0
3,07LAP-115,1761.15,1769.56,-8.41,0
4,07LAP-115,1802.78,1814.97,-12.19,0
5,07LAP-115,1804.16,1816.57,-12.41,0
6,07LAP-115,1804.16,1816.57,-12.41,0
7,07LAP-115,1804.48,1814.89,-10.41,0
8,07LAP-115,1807.66,1816.27,-8.62,0
9,07LAP-115,1812.93,1815.51,-2.58,0
10,07LAP-115,1924.17,1926.08,-1.91,0
11,07LAP-115,2014.36,2007.33,7.03,0
12,07LAP-115,2157.82,2147.55,10.27,0
13,07LAP-115,3322.85,3302.61,20.25,0
14,07LAP-115,2218.59,2197.32,21.28,0
15,07LAP-115,2298.72,2275.37,23.34,0
16,07LAP-115,3711.52,3666.19,45.34,0
17,07LAP-115,3907.94,3895.71,12.23,0
18,07LAP-115,3956.67,3942.44,14.23,0
19,07LAP-115,3958.74,3908.31,50.44,0
20,07LAP-115,3925.21,3879.89,45.32,0
21,07LAP-115,3866.96,3809.35,57.61,0
22,07LAP-115,4078.6,4031.45,47.16,0
23,07LAP-115,3957.76,3908.24,49.53,0
24,07LAP-115,3455.26,3433.7,21.56,0
1,07LPZ-115,1937.41,1924.17,13.24,0
2,07LPZ-115,1881.31,1868.57,12.74,0
3,07LPZ-115,1782.68,1769.56,13.12,0
4,07LPZ-115,1825.86,1814.97,10.89,0
5,07LPZ-115,1826.63,1816.57,10.06,0
6,07LPZ-115,1826.63,1816.57,10.06,0
7,07LPZ-115,1826.1,1814.89,11.21,0
8,07LPZ-115,1826.74,1816.27,10.47,0
9,07LPZ-115,1826.67,1815.51,11.16,0
10,07LPZ-115,1935.33,1926.08,9.25,0
11,07LPZ-115,2017.18,2007.33,9.84,0
12,07LPZ-115,2158.33,2147.55,10.78,0
13,07LPZ-115,3321.33,3302.61,18.72,0
14,07LPZ-115,2214.64,2197.32,17.33,0
15,07LPZ-115,2293.81,2275.37,18.43,0
16,07LPZ-115,3698.38,3666.19,32.19,0
17,07LPZ-115,3932.16,3895.71,36.44,0
18,07LPZ-115,3980.91,3942.44,38.47,0
19,07LPZ-115,3952.31,3908.31,44,0
20,07LPZ-115,3920.16,3879.89,40.27,0
21,07LPZ-115,3852.02,3809.35,42.67,0
22,07LPZ-115,4076.45,4031.45,45,0
23,07LPZ-115,3948.31,3908.24,40.07,0
24,07LPZ-115,3460.86,3433.7,27.16,0
1,07LRO-115,1967.67,1924.17,43.49,0
2,07LRO-115,1904.05,1868.57,35.48,0
3,07LRO-115,1798.43,1769.56,28.88,0
4,07LRO-115,1839.21,1814.97,24.24,0
5,07LRO-115,1839.83,1816.57,23.26,0
6,07LRO-115,1839.83,1816.57,23.26,0
7,07LRO-115,1837.13,1814.89,22.24,0
8,07LRO-115,1840.43,1816.27,24.16,0
9,07LRO-115,1852.65,1815.51,37.14,0
10,07LRO-115,1971.05,1926.08,44.97,0
11,07LRO-115,2070.15,2007.33,62.82,0
12,07LRO-115,2217.26,2147.55,69.71,0
13,07LRO-115,3413.36,3302.61,110.75,0
14,07LRO-115,2283.55,2197.32,86.23,0
15,07LRO-115,2367.81,2275.37,92.44,0
16,07LRO-115,3830.35,3666.19,164.16,0
17,07LRO-115,4005.17,3895.71,109.46,0
18,07LRO-115,4053.4,3942.44,110.96,0
19,07LRO-115,4077.06,3908.31,168.75,0
20,07LRO-115,4038.86,3879.89,158.97,0
21,07LRO-115,3985.37,3809.35,176.02,0
22,07LRO-115,4207.77,4031.45,176.33,0
23,07LRO-115,4090.11,3908.24,181.87,0
24,07LRO-115,3559.41,3433.7,125.71,0
1,07OLA-115,1926.19,1924.17,2.02,0
2,07OLA-115,1870.6,1868.57,2.03,0
3,07OLA-115,1772.1,1769.56,2.54,0
4,07OLA-115,1816.41,1814.97,1.44,0
5,07OLA-115,1817.68,1816.57,1.11,0
6,07OLA-115,1817.68,1816.57,1.11,0
7,07OLA-115,1816.44,1814.89,1.55,0
8,07OLA-115,1817.21,1816.27,.94,0
9,07OLA-115,1816.22,1815.51,.71,0
10,07OLA-115,1923.75,1926.08,-2.33,0
11,07OLA-115,2004.4,2007.33,-2.94,0
12,07OLA-115,2143.87,2147.55,-3.68,0
13,07OLA-115,3297.47,3302.61,-5.14,0
14,07OLA-115,2196.51,2197.32,-.81,0
15,07OLA-115,2274.56,2275.37,-.81,0
16,07OLA-115,3668.14,3666.19,1.96,0
17,07OLA-115,3899.56,3895.71,3.85,0
18,07OLA-115,3948.44,3942.44,6,0
19,07OLA-115,3918.57,3908.31,10.26,0
20,07OLA-115,3889.68,3879.89,9.79,0
21,07OLA-115,3820.92,3809.35,11.57,0
22,07OLA-115,4043.54,4031.45,12.1,0
23,07OLA-115,3918.64,3908.24,10.4,0
24,07OLA-115,3438.85,3433.7,5.14,0
1,07PAA-115,1932.35,1924.17,8.17,0
2,07PAA-115,1876.88,1868.57,8.31,0
3,07PAA-115,1779.08,1769.56,9.52,0
4,07PAA-115,1822.16,1814.97,7.19,0
5,07PAA-115,1822.86,1816.57,6.29,0
6,07PAA-115,1822.86,1816.57,6.29,0
7,07PAA-115,1822.09,1814.89,7.21,0
8,07PAA-115,1822.45,1816.27,6.18,0
9,07PAA-115,1822.13,1815.51,6.62,0
10,07PAA-115,1930.03,1926.08,3.95,0
11,07PAA-115,2011.01,2007.33,3.67,0
12,07PAA-115,2150.96,2147.55,3.41,0
13,07PAA-115,3309.76,3302.61,7.16,0
14,07PAA-115,2207.23,2197.32,9.92,0
15,07PAA-115,2285.6,2275.37,10.23,0
16,07PAA-115,3683.75,3666.19,17.56,0
17,07PAA-115,3916.54,3895.71,20.83,0
18,07PAA-115,3963.6,3942.44,21.16,0
19,07PAA-115,3936.25,3908.31,27.95,0
20,07PAA-115,3904.88,3879.89,24.99,0
21,07PAA-115,3837.19,3809.35,27.84,0
22,07PAA-115,4061.35,4031.45,29.91,0
23,07PAA-115,3934.53,3908.24,26.3,0
24,07PAA-115,3449.61,3433.7,15.91,0
1,07PES-115,1961.24,1924.17,37.06,0
2,07PES-115,1898.1,1868.57,29.54,0
3,07PES-115,1793.05,1769.56,23.49,0
4,07PES-115,1833.88,1814.97,18.91,0
5,07PES-115,1834.63,1816.57,18.06,0
6,07PES-115,1834.63,1816.57,18.06,0
7,07PES-115,1832.51,1814.89,17.62,0
8,07PES-115,1836.15,1816.27,19.88,0
9,07PES-115,1848.08,1815.51,32.57,0
10,07PES-115,1965.89,1926.08,39.81,0
11,07PES-115,2064.35,2007.33,57.02,0
12,07PES-115,2211.33,2147.55,63.78,0
13,07PES-115,3404.67,3302.61,102.06,0
