Centro Nacional de Control de Energia
Precios de Energia en Nodos Distribuidos del MDA
Sistema Interconectado Nacional
Reporte diario
Fecha: 20/Junio/2017
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 19/Junio/2017 14:30:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Zona de Carga,Precio Zonal  ($/MWh),Componente energia  ($/MWh),Componente perdidas  ($/MWh),Componente Congestion  ($/MWh),
1,ACAPULCO,4240.67,3942.82,297.85,0
2,ACAPULCO,3603.36,3343.6,259.76,0
3,ACAPULCO,2600.33,2405.82,194.52,0
4,ACAPULCO,1434.09,1324.2,109.88,0
5,ACAPULCO,2691.96,2497.89,194.07,0
6,ACAPULCO,1599.6,1477.36,122.24,0
7,ACAPULCO,3117.35,2879.73,237.62,0
8,ACAPULCO,2494.87,2309.77,185.1,0
9,ACAPULCO,5077.15,4677.74,399.41,0
10,ACAPULCO,4313.52,3988.8,324.72,0
11,ACAPULCO,4315.84,4026.56,289.28,0
12,ACAPULCO,4117.16,4002.69,114.47,0
13,ACAPULCO,2708.66,2523.5,185.16,0
14,ACAPULCO,4129.96,4025.46,104.51,0
15,ACAPULCO,4147.34,4025.12,122.22,0
16,ACAPULCO,4221.29,4101.78,119.51,0
17,ACAPULCO,4316.28,4230.28,86,0
18,ACAPULCO,4274.33,4183.65,90.68,0
19,ACAPULCO,3420.07,3241.91,178.16,0
20,ACAPULCO,4239.2,3953.13,284.85,1.22
21,ACAPULCO,3697.63,3395.57,302.06,0
22,ACAPULCO,4186.57,3961.37,225.2,0
23,ACAPULCO,4180.98,3980.48,199.65,.85
24,ACAPULCO,2661.69,2449.97,211.72,0
1,AGUASCALIENTES,4171.99,3942.82,229.17,0
2,AGUASCALIENTES,3515.61,3343.6,172.01,0
3,AGUASCALIENTES,2523,2405.82,117.18,0
4,AGUASCALIENTES,1381.91,1324.2,57.71,0
5,AGUASCALIENTES,2613.84,2497.89,115.95,0
6,AGUASCALIENTES,1539.14,1477.36,61.78,0
7,AGUASCALIENTES,2994.81,2879.73,115.08,0
8,AGUASCALIENTES,2401.62,2309.77,91.84,0
9,AGUASCALIENTES,4881.38,4677.74,203.64,0
10,AGUASCALIENTES,4194.28,3988.8,205.49,0
11,AGUASCALIENTES,4255.89,4026.56,229.33,0
12,AGUASCALIENTES,4214.15,4002.69,211.46,0
13,AGUASCALIENTES,2668.95,2523.49,145.46,0
14,AGUASCALIENTES,4259.96,4025.46,234.51,0
15,AGUASCALIENTES,4272.77,4025.12,247.65,0
16,AGUASCALIENTES,4370.86,4101.78,269.08,0
17,AGUASCALIENTES,4510.11,4230.28,279.83,0
18,AGUASCALIENTES,4452.32,4183.65,268.67,0
19,AGUASCALIENTES,3444.23,3241.91,202.33,0
20,AGUASCALIENTES,4167.56,3953.13,214.03,.41
21,AGUASCALIENTES,3555.37,3395.57,159.8,0
22,AGUASCALIENTES,4167.92,3961.37,206.55,0
23,AGUASCALIENTES,4193.49,3980.48,212.72,.29
24,AGUASCALIENTES,2598.63,2449.97,148.66,0
1,APATZINGAN,4271.43,3942.82,328.61,0
2,APATZINGAN,3593.36,3343.6,249.76,0
3,APATZINGAN,2578.25,2405.82,172.44,0
4,APATZINGAN,1413.29,1324.2,89.08,0
5,APATZINGAN,2668.2,2497.89,170.31,0
6,APATZINGAN,1578.71,1477.36,101.35,0
7,APATZINGAN,3094.67,2879.73,214.94,0
8,APATZINGAN,2497.68,2309.77,187.91,0
9,APATZINGAN,5068.46,4677.74,390.72,0
10,APATZINGAN,4354.49,3988.8,365.69,0
11,APATZINGAN,4396.97,4026.56,370.41,0
12,APATZINGAN,4332.03,4002.69,329.34,0
13,APATZINGAN,2753.18,2523.5,229.69,0
14,APATZINGAN,4373.24,4025.46,347.78,0
15,APATZINGAN,4381,4025.12,355.88,0
16,APATZINGAN,4457.5,4101.78,355.72,0
17,APATZINGAN,4595.23,4230.28,364.95,0
18,APATZINGAN,4537.28,4183.65,353.64,0
19,APATZINGAN,3536.74,3241.91,294.83,0
20,APATZINGAN,4316.47,3953.13,355.12,8.23
21,APATZINGAN,3692.95,3395.57,297.38,0
22,APATZINGAN,4337.33,3961.37,375.96,0
23,APATZINGAN,4333.47,3980.48,347.19,5.8
24,APATZINGAN,2657.18,2449.97,207.22,0
1,CABORCA,4834.35,3942.82,891.53,0
2,CABORCA,4101.37,3343.6,757.77,0
3,CABORCA,2847.8,2405.82,441.98,0
4,CABORCA,1487.55,1324.2,163.35,0
5,CABORCA,2755.43,2497.89,257.55,0
6,CABORCA,1580.34,1477.36,102.98,0
7,CABORCA,3106.35,2879.73,226.63,0
8,CABORCA,2315.27,2309.77,5.5,0
9,CABORCA,4597.97,4677.74,-77.3,-2.47
10,CABORCA,4086.75,3988.8,97.96,0
11,CABORCA,4370.69,4026.56,344.13,0
12,CABORCA,4479.21,4002.69,476.52,0
13,CABORCA,2860.82,2523.5,337.32,0
14,CABORCA,4702.43,4025.46,676.97,0
15,CABORCA,4779.6,4025.12,754.47,0
16,CABORCA,5072.17,4101.78,970.39,0
17,CABORCA,5258.11,4230.28,1027.83,0
18,CABORCA,5253.09,4183.65,1069.44,0
19,CABORCA,4121.79,3241.91,879.88,0
20,CABORCA,5581.23,3953.13,863.53,764.57
21,CABORCA,4020.33,3395.57,624.76,0
22,CABORCA,4612.48,3961.37,651.11,0
23,CABORCA,5244.84,3980.48,725.99,538.36
24,CABORCA,2985.02,2449.97,535.05,0
1,CAMARGO,4895.61,3942.82,952.8,0
