Hora,Zona de Carga,Precio Zonal,Energía,Pérdidas,Congestión,timestamp,tipo,sistema
7,MONCLOVA,1470.43,1459.34,11.09,0.0,2017-06-12 07:00:00,MTR,SIN
8,MONCLOVA,2287.8,2263.32,24.48,0.0,2017-06-12 08:00:00,MTR,SIN
9,MONCLOVA,2565.88,2467.91,97.97,0.0,2017-06-12 09:00:00,MTR,SIN
10,MONCLOVA,2605.28,2434.36,170.92,0.0,2017-06-12 10:00:00,MTR,SIN
11,MONCLOVA,3012.24,2772.97,239.27,0.0,2017-06-12 11:00:00,MTR,SIN
12,MONCLOVA,3019.85,2769.26,250.59,0.0,2017-06-12 12:00:00,MTR,SIN
13,MONCLOVA,2645.16,2413.0,232.16,0.0,2017-06-12 13:00:00,MTR,SIN
14,MONCLOVA,3081.68,2790.45,291.23,0.0,2017-06-12 14:00:00,MTR,SIN
15,MONCLOVA,3213.3,2936.67,276.63,0.0,2017-06-12 15:00:00,MTR,SIN
16,MONCLOVA,3536.31,3207.34,328.97,0.0,2017-06-12 16:00:00,MTR,SIN
17,MONCLOVA,3846.39,3503.28,343.11,0.0,2017-06-12 17:00:00,MTR,SIN
18,MONCLOVA,3466.3,3166.75,299.54,0.0,2017-06-12 18:00:00,MTR,SIN
19,MONCLOVA,2854.66,2634.21,220.45,0.0,2017-06-12 19:00:00,MTR,SIN
20,MONCLOVA,2355.28,2212.98,142.31,0.0,2017-06-12 20:00:00,MTR,SIN
21,MONCLOVA,2717.62,2603.48,114.14,0.0,2017-06-12 21:00:00,MTR,SIN
22,MONCLOVA,3023.6,2859.27,164.33,0.0,2017-06-12 22:00:00,MTR,SIN
23,MONCLOVA,2934.64,2692.28,242.36,0.0,2017-06-12 23:00:00,MTR,SIN
24,MONCLOVA,2520.11,2303.78,216.33,0.0,2017-06-13 00:00:00,MTR,SIN
1,MONTEMORELOS,2241.36,2114.11,127.25,0.0,2017-06-12 01:00:00,MTR,SIN
2,MONTEMORELOS,1402.13,1328.59,73.54,0.0,2017-06-12 02:00:00,MTR,SIN
3,MONTEMORELOS,1190.21,1129.97,60.25,0.0,2017-06-12 03:00:00,MTR,SIN
4,MONTEMORELOS,1252.76,1198.05,54.71,0.0,2017-06-12 04:00:00,MTR,SIN
5,MONTEMORELOS,1213.87,1168.83,45.04,0.0,2017-06-12 05:00:00,MTR,SIN
6,MONTEMORELOS,1148.4,1124.05,24.34,0.0,2017-06-12 06:00:00,MTR,SIN
7,MONTEMORELOS,1496.18,1459.34,36.84,0.0,2017-06-12 07:00:00,MTR,SIN
8,MONTEMORELOS,2331.6,2263.33,68.28,0.0,2017-06-12 08:00:00,MTR,SIN
9,MONTEMORELOS,2609.84,2467.91,141.93,0.0,2017-06-12 09:00:00,MTR,SIN
10,MONTEMORELOS,2640.94,2434.36,206.58,0.0,2017-06-12 10:00:00,MTR,SIN
11,MONTEMORELOS,3051.21,2772.97,278.25,0.0,2017-06-12 11:00:00,MTR,SIN
12,MONTEMORELOS,3057.34,2769.26,288.09,0.0,2017-06-12 12:00:00,MTR,SIN
13,MONTEMORELOS,2675.88,2413.0,262.88,0.0,2017-06-12 13:00:00,MTR,SIN
14,MONTEMORELOS,3114.92,2790.45,324.47,0.0,2017-06-12 14:00:00,MTR,SIN
15,MONTEMORELOS,3256.56,2936.67,319.89,0.0,2017-06-12 15:00:00,MTR,SIN
16,MONTEMORELOS,3580.08,3207.34,372.74,0.0,2017-06-12 16:00:00,MTR,SIN
17,MONTEMORELOS,3900.01,3503.28,396.73,0.0,2017-06-12 17:00:00,MTR,SIN
18,MONTEMORELOS,3510.4,3166.75,343.64,0.0,2017-06-12 18:00:00,MTR,SIN
19,MONTEMORELOS,2891.7,2634.21,257.49,0.0,2017-06-12 19:00:00,MTR,SIN
20,MONTEMORELOS,2391.09,2212.98,178.11,0.0,2017-06-12 20:00:00,MTR,SIN
21,MONTEMORELOS,2773.72,2603.48,170.24,0.0,2017-06-12 21:00:00,MTR,SIN
22,MONTEMORELOS,3084.74,2859.27,225.47,0.0,2017-06-12 22:00:00,MTR,SIN
23,MONTEMORELOS,2973.84,2692.28,281.56,0.0,2017-06-12 23:00:00,MTR,SIN
24,MONTEMORELOS,2550.8,2303.78,247.02,0.0,2017-06-13 00:00:00,MTR,SIN
1,MONTERREY,2216.48,2114.11,102.37,0.0,2017-06-12 01:00:00,MTR,SIN
2,MONTERREY,1387.33,1328.59,58.74,0.0,2017-06-12 02:00:00,MTR,SIN
3,MONTERREY,1178.55,1129.97,48.59,0.0,2017-06-12 03:00:00,MTR,SIN
4,MONTERREY,1240.36,1198.05,42.31,0.0,2017-06-12 04:00:00,MTR,SIN
5,MONTERREY,1202.07,1168.83,33.24,0.0,2017-06-12 05:00:00,MTR,SIN
6,MONTERREY,1135.35,1124.05,11.29,0.0,2017-06-12 06:00:00,MTR,SIN
7,MONTERREY,1479.84,1459.34,20.5,0.0,2017-06-12 07:00:00,MTR,SIN
8,MONTERREY,2306.95,2263.33,43.62,0.0,2017-06-12 08:00:00,MTR,SIN
9,MONTERREY,2583.53,2467.92,115.61,0.0,2017-06-12 09:00:00,MTR,SIN
10,MONTERREY,2617.03,2434.36,182.67,0.0,2017-06-12 10:00:00,MTR,SIN
11,MONTERREY,3024.43,2772.97,251.46,0.0,2017-06-12 11:00:00,MTR,SIN
12,MONTERREY,3028.89,2769.26,259.64,0.0,2017-06-12 12:00:00,MTR,SIN
13,MONTERREY,2650.31,2413.0,237.3,0.0,2017-06-12 13:00:00,MTR,SIN
14,MONTERREY,3083.5,2790.45,293.04,0.0,2017-06-12 14:00:00,MTR,SIN
15,MONTERREY,3219.24,2936.67,282.57,0.0,2017-06-12 15:00:00,MTR,SIN
16,MONTERREY,3538.4,3207.34,331.06,0.0,2017-06-12 16:00:00,MTR,SIN
17,MONTERREY,3853.61,3503.28,350.33,0.0,2017-06-12 17:00:00,MTR,SIN
18,MONTERREY,3470.11,3166.76,303.35,0.0,2017-06-12 18:00:00,MTR,SIN
19,MONTERREY,2859.34,2634.21,225.13,0.0,2017-06-12 19:00:00,MTR,SIN
20,MONTERREY,2362.12,2212.98,149.15,0.0,2017-06-12 20:00:00,MTR,SIN
21,MONTERREY,2729.85,2603.48,126.37,0.0,2017-06-12 21:00:00,MTR,SIN
22,MONTERREY,3034.66,2859.27,175.39,0.0,2017-06-12 22:00:00,MTR,SIN
23,MONTERREY,2934.97,2692.28,242.68,0.0,2017-06-12 23:00:00,MTR,SIN
24,MONTERREY,2522.05,2303.78,218.27,0.0,2017-06-13 00:00:00,MTR,SIN
1,MORELIA,2133.78,2114.11,19.68,0.0,2017-06-12 01:00:00,MTR,SIN
2,MORELIA,1339.72,1328.59,11.13,0.0,2017-06-12 02:00:00,MTR,SIN
3,MORELIA,1139.69,1129.97,9.72,0.0,2017-06-12 03:00:00,MTR,SIN
4,MORELIA,1207.41,1198.05,9.37,0.0,2017-06-12 04:00:00,MTR,SIN
5,MORELIA,1179.42,1168.83,10.59,0.0,2017-06-12 05:00:00,MTR,SIN
6,MORELIA,1135.78,1124.05,11.73,0.0,2017-06-12 06:00:00,MTR,SIN
7,MORELIA,1477.66,1459.34,18.31,0.0,2017-06-12 07:00:00,MTR,SIN
8,MORELIA,2297.09,2263.33,33.76,0.0,2017-06-12 08:00:00,MTR,SIN
9,MORELIA,2507.66,2467.91,39.75,0.0,2017-06-12 09:00:00,MTR,SIN
10,MORELIA,2487.98,2434.36,53.62,0.0,2017-06-12 10:00:00,MTR,SIN
11,MORELIA,2819.63,2772.97,46.66,0.0,2017-06-12 11:00:00,MTR,SIN
12,MORELIA,2808.96,2769.26,39.7,0.0,2017-06-12 12:00:00,MTR,SIN
13,MORELIA,2446.02,2413.0,33.02,0.0,2017-06-12 13:00:00,MTR,SIN
14,MORELIA,2823.1,2790.45,32.65,0.0,2017-06-12 14:00:00,MTR,SIN
15,MORELIA,2967.53,2936.67,30.86,0.0,2017-06-12 15:00:00,MTR,SIN
16,MORELIA,3233.05,3207.34,25.71,0.0,2017-06-12 16:00:00,MTR,SIN
17,MORELIA,3528.28,3503.28,25.0,0.0,2017-06-12 17:00:00,MTR,SIN
18,MORELIA,3188.04,3166.75,21.29,0.0,2017-06-12 18:00:00,MTR,SIN
19,MORELIA,2655.24,2634.21,21.04,0.0,2017-06-12 19:00:00,MTR,SIN
20,MORELIA,2236.02,2212.98,23.05,0.0,2017-06-12 20:00:00,MTR,SIN
21,MORELIA,2633.25,2603.48,29.77,0.0,2017-06-12 21:00:00,MTR,SIN
22,MORELIA,2904.53,2859.27,45.26,0.0,2017-06-12 22:00:00,MTR,SIN
23,MORELIA,2733.76,2692.28,41.48,0.0,2017-06-12 23:00:00,MTR,SIN
24,MORELIA,2324.79,2303.78,21.01,0.0,2017-06-13 00:00:00,MTR,SIN
1,MORELOS,2197.05,2114.11,82.94,0.0,2017-06-12 01:00:00,MTR,SIN
2,MORELOS,1376.99,1328.59,48.4,0.0,2017-06-12 02:00:00,MTR,SIN
3,MORELOS,1168.7,1129.97,38.73,0.0,2017-06-12 03:00:00,MTR,SIN
4,MORELOS,1241.42,1198.05,43.37,0.0,2017-06-12 04:00:00,MTR,SIN
5,MORELOS,1214.25,1168.83,45.42,0.0,2017-06-12 05:00:00,MTR,SIN
6,MORELOS,1171.45,1124.05,47.39,0.0,2017-06-12 06:00:00,MTR,SIN
7,MORELOS,1519.92,1459.34,60.58,0.0,2017-06-12 07:00:00,MTR,SIN
8,MORELOS,2343.94,2263.33,80.61,0.0,2017-06-12 08:00:00,MTR,SIN
9,MORELOS,2521.38,2467.91,53.46,0.0,2017-06-12 09:00:00,MTR,SIN
10,MORELOS,2451.87,2434.36,17.52,0.0,2017-06-12 10:00:00,MTR,SIN
11,MORELOS,2786.26,2772.97,13.3,0.0,2017-06-12 11:00:00,MTR,SIN
12,MORELOS,2775.73,2769.26,6.48,0.0,2017-06-12 12:00:00,MTR,SIN
13,MORELOS,2428.87,2413.0,15.87,0.0,2017-06-12 13:00:00,MTR,SIN
14,MORELOS,2813.02,2790.45,22.56,0.0,2017-06-12 14:00:00,MTR,SIN
15,MORELOS,2977.54,2936.67,40.87,0.0,2017-06-12 15:00:00,MTR,SIN
16,MORELOS,3252.48,3207.34,45.15,0.0,2017-06-12 16:00:00,MTR,SIN
17,MORELOS,3554.28,3503.28,51.0,0.0,2017-06-12 17:00:00,MTR,SIN
18,MORELOS,3222.5,3166.75,55.75,0.0,2017-06-12 18:00:00,MTR,SIN
19,MORELOS,2686.95,2634.21,52.74,0.0,2017-06-12 19:00:00,MTR,SIN
20,MORELOS,2269.29,2212.98,56.32,0.0,2017-06-12 20:00:00,MTR,SIN
21,MORELOS,2683.68,2603.48,80.2,0.0,2017-06-12 21:00:00,MTR,SIN
22,MORELOS,2937.88,2859.27,78.61,0.0,2017-06-12 22:00:00,MTR,SIN
23,MORELOS,2730.96,2692.28,38.68,0.0,2017-06-12 23:00:00,MTR,SIN
24,MORELOS,2325.63,2303.78,21.85,0.0,2017-06-13 00:00:00,MTR,SIN
1,MOTUL TIZIMIN,2425.96,2114.11,311.86,0.0,2017-06-12 01:00:00,MTR,SIN
2,MOTUL TIZIMIN,1544.52,1328.59,215.93,0.0,2017-06-12 02:00:00,MTR,SIN
3,MOTUL TIZIMIN,1287.8,1129.97,157.84,0.0,2017-06-12 03:00:00,MTR,SIN
4,MOTUL TIZIMIN,1373.04,1198.05,175.0,0.0,2017-06-12 04:00:00,MTR,SIN
5,MOTUL TIZIMIN,1326.52,1168.83,157.69,0.0,2017-06-12 05:00:00,MTR,SIN
6,MOTUL TIZIMIN,1253.89,1124.05,129.83,0.0,2017-06-12 06:00:00,MTR,SIN
7,MOTUL TIZIMIN,1587.17,1459.34,127.83,0.0,2017-06-12 07:00:00,MTR,SIN
8,MOTUL TIZIMIN,2383.27,2263.33,119.95,0.0,2017-06-12 08:00:00,MTR,SIN
9,MOTUL TIZIMIN,2474.18,2467.91,6.27,0.0,2017-06-12 09:00:00,MTR,SIN
10,MOTUL TIZIMIN,2418.38,2434.36,-15.98,0.0,2017-06-12 10:00:00,MTR,SIN
11,MOTUL TIZIMIN,2785.83,2772.97,12.87,0.0,2017-06-12 11:00:00,MTR,SIN
12,MOTUL TIZIMIN,2811.35,2769.26,42.09,0.0,2017-06-12 12:00:00,MTR,SIN
13,MOTUL TIZIMIN,2484.83,2413.0,71.83,0.0,2017-06-12 13:00:00,MTR,SIN
14,MOTUL TIZIMIN,3076.36,2790.45,285.91,0.0,2017-06-12 14:00:00,MTR,SIN
15,MOTUL TIZIMIN,3274.85,2936.67,338.18,0.0,2017-06-12 15:00:00,MTR,SIN
16,MOTUL TIZIMIN,3573.42,3207.34,366.08,0.0,2017-06-12 16:00:00,MTR,SIN
17,MOTUL TIZIMIN,3902.14,3503.28,398.86,0.0,2017-06-12 17:00:00,MTR,SIN
18,MOTUL TIZIMIN,3373.2,3166.75,206.44,0.0,2017-06-12 18:00:00,MTR,SIN
19,MOTUL TIZIMIN,2868.98,2634.21,234.77,0.0,2017-06-12 19:00:00,MTR,SIN
20,MOTUL TIZIMIN,2453.69,2212.98,240.72,0.0,2017-06-12 20:00:00,MTR,SIN
21,MOTUL TIZIMIN,2924.47,2603.48,321.0,0.0,2017-06-12 21:00:00,MTR,SIN
22,MOTUL TIZIMIN,3155.94,2859.27,296.68,0.0,2017-06-12 22:00:00,MTR,SIN
23,MOTUL TIZIMIN,2915.62,2692.28,223.34,0.0,2017-06-12 23:00:00,MTR,SIN
24,MOTUL TIZIMIN,2501.52,2303.78,197.74,0.0,2017-06-13 00:00:00,MTR,SIN
1,NAVOJOA,2448.49,2114.11,334.38,0.0,2017-06-12 01:00:00,MTR,SIN
2,NAVOJOA,1548.67,1328.59,220.08,0.0,2017-06-12 02:00:00,MTR,SIN
3,NAVOJOA,1324.24,1129.97,194.27,0.0,2017-06-12 03:00:00,MTR,SIN
4,NAVOJOA,1386.23,1198.05,188.18,0.0,2017-06-12 04:00:00,MTR,SIN
5,NAVOJOA,1337.46,1168.83,168.64,0.0,2017-06-12 05:00:00,MTR,SIN
6,NAVOJOA,1266.92,1124.05,142.87,0.0,2017-06-12 06:00:00,MTR,SIN
7,NAVOJOA,1604.44,1459.34,145.1,0.0,2017-06-12 07:00:00,MTR,SIN
8,NAVOJOA,2423.1,2263.32,159.77,0.0,2017-06-12 08:00:00,MTR,SIN
9,NAVOJOA,2680.82,2467.91,212.91,0.0,2017-06-12 09:00:00,MTR,SIN
10,NAVOJOA,2715.51,2434.36,281.16,0.0,2017-06-12 10:00:00,MTR,SIN
11,NAVOJOA,3044.65,2772.97,271.68,0.0,2017-06-12 11:00:00,MTR,SIN
12,NAVOJOA,3081.97,2769.26,312.72,0.0,2017-06-12 12:00:00,MTR,SIN
13,NAVOJOA,2687.98,2413.0,274.98,0.0,2017-06-12 13:00:00,MTR,SIN
14,NAVOJOA,3113.64,2790.45,323.19,0.0,2017-06-12 14:00:00,MTR,SIN
15,NAVOJOA,3150.53,2936.67,213.86,0.0,2017-06-12 15:00:00,MTR,SIN
16,NAVOJOA,3507.62,3207.34,300.29,0.0,2017-06-12 16:00:00,MTR,SIN
17,NAVOJOA,3859.48,3503.28,356.21,0.0,2017-06-12 17:00:00,MTR,SIN
18,NAVOJOA,3516.24,3166.75,349.49,0.0,2017-06-12 18:00:00,MTR,SIN
19,NAVOJOA,2981.94,2634.21,347.74,0.0,2017-06-12 19:00:00,MTR,SIN
20,NAVOJOA,2455.04,2212.98,242.07,0.0,2017-06-12 20:00:00,MTR,SIN
21,NAVOJOA,2830.02,2603.48,226.54,0.0,2017-06-12 21:00:00,MTR,SIN
22,NAVOJOA,3114.38,2859.27,255.11,0.0,2017-06-12 22:00:00,MTR,SIN
23,NAVOJOA,3091.39,2692.28,399.11,0.0,2017-06-12 23:00:00,MTR,SIN
24,NAVOJOA,2655.38,2303.78,351.6,0.0,2017-06-13 00:00:00,MTR,SIN
1,NOGALES,780.09,2114.11,41.69,-1375.7,2017-06-12 01:00:00,MTR,SIN
2,NOGALES,1306.21,1328.59,29.2,-51.58,2017-06-12 02:00:00,MTR,SIN
3,NOGALES,670.53,1129.97,26.63,-486.07,2017-06-12 03:00:00,MTR,SIN
4,NOGALES,632.77,1198.05,11.85,-577.12,2017-06-12 04:00:00,MTR,SIN
5,NOGALES,609.76,1168.83,-1.04,-558.04,2017-06-12 05:00:00,MTR,SIN
6,NOGALES,582.78,1124.05,-24.28,-517.0,2017-06-12 06:00:00,MTR,SIN
7,NOGALES,574.28,1459.34,-44.71,-840.35,2017-06-12 07:00:00,MTR,SIN
8,NOGALES,711.49,2263.33,-174.02,-1377.81,2017-06-12 08:00:00,MTR,SIN
9,NOGALES,664.76,2467.91,-56.71,-1746.45,2017-06-12 09:00:00,MTR,SIN
10,NOGALES,706.34,2434.36,12.42,-1740.44,2017-06-12 10:00:00,MTR,SIN
11,NOGALES,792.33,2772.97,23.18,-2003.82,2017-06-12 11:00:00,MTR,SIN
12,NOGALES,825.93,2769.26,70.26,-2013.59,2017-06-12 12:00:00,MTR,SIN
13,NOGALES,753.37,2413.0,159.84,-1819.48,2017-06-12 13:00:00,MTR,SIN
14,NOGALES,777.83,2790.45,234.18,-2246.8,2017-06-12 14:00:00,MTR,SIN
15,NOGALES,1440.96,2936.67,24.57,-1520.28,2017-06-12 15:00:00,MTR,SIN
16,NOGALES,1777.4,3207.34,133.92,-1563.85,2017-06-12 16:00:00,MTR,SIN
17,NOGALES,2336.43,3503.28,113.88,-1280.73,2017-06-12 17:00:00,MTR,SIN
18,NOGALES,1793.28,3166.75,144.58,-1518.05,2017-06-12 18:00:00,MTR,SIN
19,NOGALES,1406.81,2634.21,168.47,-1395.86,2017-06-12 19:00:00,MTR,SIN
20,NOGALES,1373.12,2212.98,77.95,-917.81,2017-06-12 20:00:00,MTR,SIN
21,NOGALES,825.8,2603.48,43.69,-1821.36,2017-06-12 21:00:00,MTR,SIN
22,NOGALES,781.25,2859.27,82.12,-2160.14,2017-06-12 22:00:00,MTR,SIN
23,NOGALES,777.77,2692.28,253.5,-2168.01,2017-06-12 23:00:00,MTR,SIN
24,NOGALES,828.7,2303.78,156.59,-1631.67,2017-06-13 00:00:00,MTR,SIN
1,NUEVO LAREDO,2228.35,2114.11,114.24,0.0,2017-06-12 01:00:00,MTR,SIN
2,NUEVO LAREDO,1392.6,1328.59,64.01,0.0,2017-06-12 02:00:00,MTR,SIN
3,NUEVO LAREDO,1185.25,1129.97,55.28,0.0,2017-06-12 03:00:00,MTR,SIN
4,NUEVO LAREDO,1245.34,1198.05,47.29,0.0,2017-06-12 04:00:00,MTR,SIN
5,NUEVO LAREDO,1205.23,1168.83,36.4,0.0,2017-06-12 05:00:00,MTR,SIN
6,NUEVO LAREDO,1125.96,1124.05,1.9,0.0,2017-06-12 06:00:00,MTR,SIN
7,NUEVO LAREDO,1465.47,1459.34,6.13,0.0,2017-06-12 07:00:00,MTR,SIN
8,NUEVO LAREDO,2278.89,2263.32,15.57,0.0,2017-06-12 08:00:00,MTR,SIN
9,NUEVO LAREDO,2562.26,2467.91,94.34,0.0,2017-06-12 09:00:00,MTR,SIN
10,NUEVO LAREDO,2607.65,2434.36,173.3,0.0,2017-06-12 10:00:00,MTR,SIN
11,NUEVO LAREDO,3020.96,2772.97,247.99,0.0,2017-06-12 11:00:00,MTR,SIN
12,NUEVO LAREDO,3036.77,2769.26,267.51,0.0,2017-06-12 12:00:00,MTR,SIN
13,NUEVO LAREDO,2666.56,2413.0,253.56,0.0,2017-06-12 13:00:00,MTR,SIN
14,NUEVO LAREDO,3111.6,2790.45,321.14,0.0,2017-06-12 14:00:00,MTR,SIN
15,NUEVO LAREDO,3246.34,2936.67,309.67,0.0,2017-06-12 15:00:00,MTR,SIN
16,NUEVO LAREDO,3579.74,3207.34,372.4,0.0,2017-06-12 16:00:00,MTR,SIN
17,NUEVO LAREDO,3887.75,3503.28,384.47,0.0,2017-06-12 17:00:00,MTR,SIN
18,NUEVO LAREDO,3505.05,3166.75,338.29,0.0,2017-06-12 18:00:00,MTR,SIN
19,NUEVO LAREDO,2884.81,2634.21,250.6,0.0,2017-06-12 19:00:00,MTR,SIN
20,NUEVO LAREDO,2377.45,2212.98,164.47,0.0,2017-06-12 20:00:00,MTR,SIN
21,NUEVO LAREDO,2741.96,2603.48,138.48,0.0,2017-06-12 21:00:00,MTR,SIN
22,NUEVO LAREDO,3056.59,2859.27,197.32,0.0,2017-06-12 22:00:00,MTR,SIN
23,NUEVO LAREDO,2972.63,2692.28,280.35,0.0,2017-06-12 23:00:00,MTR,SIN
24,NUEVO LAREDO,2547.65,2303.78,243.87,0.0,2017-06-13 00:00:00,MTR,SIN
1,OAXACA,2269.82,2114.11,155.72,0.0,2017-06-12 01:00:00,MTR,SIN
2,OAXACA,1436.94,1328.59,108.35,0.0,2017-06-12 02:00:00,MTR,SIN
3,OAXACA,1212.4,1129.97,82.43,0.0,2017-06-12 03:00:00,MTR,SIN
4,OAXACA,1295.18,1198.05,97.13,0.0,2017-06-12 04:00:00,MTR,SIN
5,OAXACA,1260.38,1168.83,91.55,0.0,2017-06-12 05:00:00,MTR,SIN
6,OAXACA,1211.48,1124.05,87.43,0.0,2017-06-12 06:00:00,MTR,SIN
7,OAXACA,1562.17,1459.34,102.83,0.0,2017-06-12 07:00:00,MTR,SIN
8,OAXACA,2377.22,2263.33,113.9,0.0,2017-06-12 08:00:00,MTR,SIN
9,OAXACA,2467.41,2467.91,-0.5,0.0,2017-06-12 09:00:00,MTR,SIN
10,OAXACA,2395.4,2434.36,-38.95,0.0,2017-06-12 10:00:00,MTR,SIN
11,OAXACA,2732.65,2772.97,-40.31,0.0,2017-06-12 11:00:00,MTR,SIN
12,OAXACA,2738.68,2769.26,-30.57,0.0,2017-06-12 12:00:00,MTR,SIN
13,OAXACA,2406.99,2413.0,-6.02,0.0,2017-06-12 13:00:00,MTR,SIN
14,OAXACA,2799.78,2790.45,9.33,0.0,2017-06-12 14:00:00,MTR,SIN
15,OAXACA,2985.4,2936.67,48.73,0.0,2017-06-12 15:00:00,MTR,SIN
16,OAXACA,3256.21,3207.34,48.87,0.0,2017-06-12 16:00:00,MTR,SIN
17,OAXACA,3549.44,3503.28,46.16,0.0,2017-06-12 17:00:00,MTR,SIN
18,OAXACA,3248.14,3166.75,81.39,0.0,2017-06-12 18:00:00,MTR,SIN
19,OAXACA,2729.71,2634.21,95.51,0.0,2017-06-12 19:00:00,MTR,SIN
20,OAXACA,2323.56,2212.98,110.59,0.0,2017-06-12 20:00:00,MTR,SIN
21,OAXACA,2762.89,2603.48,159.42,0.0,2017-06-12 21:00:00,MTR,SIN
22,OAXACA,2992.33,2859.27,133.06,0.0,2017-06-12 22:00:00,MTR,SIN
23,OAXACA,2751.3,2692.28,59.02,0.0,2017-06-12 23:00:00,MTR,SIN
24,OAXACA,2346.41,2303.78,42.63,0.0,2017-06-13 00:00:00,MTR,SIN
1,OBREGON,2276.86,2114.11,275.37,-112.62,2017-06-12 01:00:00,MTR,SIN
2,OBREGON,1505.07,1328.59,180.58,-4.1,2017-06-12 02:00:00,MTR,SIN
3,OBREGON,1249.65,1129.97,158.34,-38.65,2017-06-12 03:00:00,MTR,SIN
4,OBREGON,1301.54,1198.05,149.24,-45.75,2017-06-12 04:00:00,MTR,SIN
5,OBREGON,1255.59,1168.83,131.02,-44.26,2017-06-12 05:00:00,MTR,SIN
6,OBREGON,1187.82,1124.05,105.18,-41.41,2017-06-12 06:00:00,MTR,SIN
7,OBREGON,1491.51,1459.34,99.74,-67.58,2017-06-12 07:00:00,MTR,SIN
8,OBREGON,2231.68,2263.33,75.87,-107.51,2017-06-12 08:00:00,MTR,SIN
9,OBREGON,2473.13,2467.91,140.48,-135.26,2017-06-12 09:00:00,MTR,SIN
10,OBREGON,2503.83,2434.36,212.09,-142.62,2017-06-12 10:00:00,MTR,SIN
11,OBREGON,2820.28,2772.97,211.19,-163.88,2017-06-12 11:00:00,MTR,SIN
12,OBREGON,2861.08,2769.26,258.39,-166.56,2017-06-12 12:00:00,MTR,SIN
13,OBREGON,2516.05,2413.0,253.56,-150.51,2017-06-12 13:00:00,MTR,SIN
14,OBREGON,2910.43,2790.45,307.57,-187.59,2017-06-12 14:00:00,MTR,SIN
15,OBREGON,2974.6,2936.67,163.69,-125.76,2017-06-12 15:00:00,MTR,SIN
16,OBREGON,3337.02,3207.34,261.58,-131.9,2017-06-12 16:00:00,MTR,SIN
17,OBREGON,3697.95,3503.28,301.33,-106.66,2017-06-12 17:00:00,MTR,SIN
18,OBREGON,3348.44,3166.75,307.32,-125.64,2017-06-12 18:00:00,MTR,SIN
19,OBREGON,2835.18,2634.21,316.14,-115.17,2017-06-12 19:00:00,MTR,SIN
20,OBREGON,2342.03,2212.98,214.21,-85.16,2017-06-12 20:00:00,MTR,SIN
21,OBREGON,2629.13,2603.48,192.5,-166.86,2017-06-12 21:00:00,MTR,SIN
22,OBREGON,2875.92,2859.27,216.64,-199.99,2017-06-12 22:00:00,MTR,SIN
23,OBREGON,2849.01,2692.28,366.24,-209.51,2017-06-12 23:00:00,MTR,SIN
24,OBREGON,2474.68,2303.78,308.16,-137.26,2017-06-13 00:00:00,MTR,SIN
1,ORIZABA,2189.93,2114.11,75.83,0.0,2017-06-12 01:00:00,MTR,SIN
2,ORIZABA,1384.41,1328.59,55.82,0.0,2017-06-12 02:00:00,MTR,SIN
3,ORIZABA,1170.81,1129.97,40.84,0.0,2017-06-12 03:00:00,MTR,SIN
4,ORIZABA,1249.1,1198.05,51.06,0.0,2017-06-12 04:00:00,MTR,SIN
5,ORIZABA,1216.55,1168.83,47.72,0.0,2017-06-12 05:00:00,MTR,SIN
6,ORIZABA,1169.27,1124.05,45.21,0.0,2017-06-12 06:00:00,MTR,SIN
7,ORIZABA,1505.73,1459.34,46.39,0.0,2017-06-12 07:00:00,MTR,SIN
8,ORIZABA,2298.5,2263.33,35.17,0.0,2017-06-12 08:00:00,MTR,SIN
9,ORIZABA,2415.63,2467.91,-52.28,0.0,2017-06-12 09:00:00,MTR,SIN
10,ORIZABA,2352.4,2434.36,-81.96,0.0,2017-06-12 10:00:00,MTR,SIN
11,ORIZABA,2681.77,2772.97,-91.2,0.0,2017-06-12 11:00:00,MTR,SIN
12,ORIZABA,2682.05,2769.26,-87.21,0.0,2017-06-12 12:00:00,MTR,SIN
13,ORIZABA,2351.53,2413.0,-61.48,0.0,2017-06-12 13:00:00,MTR,SIN
14,ORIZABA,2731.16,2790.45,-59.29,0.0,2017-06-12 14:00:00,MTR,SIN
15,ORIZABA,2907.03,2936.67,-29.65,0.0,2017-06-12 15:00:00,MTR,SIN
16,ORIZABA,3173.32,3207.34,-34.02,0.0,2017-06-12 16:00:00,MTR,SIN
17,ORIZABA,3461.9,3503.28,-41.37,0.0,2017-06-12 17:00:00,MTR,SIN
18,ORIZABA,3157.11,3166.75,-9.64,0.0,2017-06-12 18:00:00,MTR,SIN
19,ORIZABA,2643.66,2634.21,9.45,0.0,2017-06-12 19:00:00,MTR,SIN
20,ORIZABA,2242.07,2212.98,29.1,0.0,2017-06-12 20:00:00,MTR,SIN
21,ORIZABA,2647.15,2603.48,43.67,0.0,2017-06-12 21:00:00,MTR,SIN
22,ORIZABA,2879.58,2859.27,20.31,0.0,2017-06-12 22:00:00,MTR,SIN
23,ORIZABA,2664.65,2692.28,-27.63,0.0,2017-06-12 23:00:00,MTR,SIN
24,ORIZABA,2282.88,2303.78,-20.9,0.0,2017-06-13 00:00:00,MTR,SIN
1,PIEDRAS NEGRAS,2211.16,2114.11,97.05,0.0,2017-06-12 01:00:00,MTR,SIN
2,PIEDRAS NEGRAS,1376.97,1328.59,48.38,0.0,2017-06-12 02:00:00,MTR,SIN
