Hora,Zona de Carga,Precio Zonal,Energía,Pérdidas,Congestión,timestamp,tipo,sistema
1,ENSENADA,732.66,704.27,28.39,0.0,2017-06-20 01:00:00,MDA,BCA
2,ENSENADA,740.88,711.49,29.39,0.0,2017-06-20 02:00:00,MDA,BCA
3,ENSENADA,699.22,671.98,27.23,0.0,2017-06-20 03:00:00,MDA,BCA
4,ENSENADA,502.72,483.57,19.15,0.0,2017-06-20 04:00:00,MDA,BCA
5,ENSENADA,491.96,472.41,19.55,0.0,2017-06-20 05:00:00,MDA,BCA
6,ENSENADA,472.01,452.18,19.83,0.0,2017-06-20 06:00:00,MDA,BCA
7,ENSENADA,473.41,453.53,19.87,0.0,2017-06-20 07:00:00,MDA,BCA
8,ENSENADA,520.48,498.87,21.62,0.0,2017-06-20 08:00:00,MDA,BCA
9,ENSENADA,529.22,506.72,22.5,0.0,2017-06-20 09:00:00,MDA,BCA
10,ENSENADA,753.13,720.49,32.64,0.0,2017-06-20 10:00:00,MDA,BCA
11,ENSENADA,772.13,737.81,34.32,0.0,2017-06-20 11:00:00,MDA,BCA
12,ENSENADA,1075.04,1022.33,52.71,0.0,2017-06-20 12:00:00,MDA,BCA
13,ENSENADA,865.84,822.52,43.32,0.0,2017-06-20 13:00:00,MDA,BCA
14,ENSENADA,875.65,829.71,45.95,0.0,2017-06-20 14:00:00,MDA,BCA
15,ENSENADA,996.92,943.75,53.17,0.0,2017-06-20 15:00:00,MDA,BCA
16,ENSENADA,776.75,738.02,38.73,0.0,2017-06-20 16:00:00,MDA,BCA
17,ENSENADA,775.72,738.04,37.68,0.0,2017-06-20 17:00:00,MDA,BCA
18,ENSENADA,917.71,870.45,47.26,0.0,2017-06-20 18:00:00,MDA,BCA
19,ENSENADA,957.93,910.19,47.74,0.0,2017-06-20 19:00:00,MDA,BCA
20,ENSENADA,867.99,826.73,41.26,0.0,2017-06-20 20:00:00,MDA,BCA
21,ENSENADA,875.67,831.52,44.15,0.0,2017-06-20 21:00:00,MDA,BCA
22,ENSENADA,874.1,831.18,42.92,0.0,2017-06-20 22:00:00,MDA,BCA
23,ENSENADA,900.62,858.67,41.95,0.0,2017-06-20 23:00:00,MDA,BCA
24,ENSENADA,834.42,800.72,33.7,0.0,2017-06-21 00:00:00,MDA,BCA
1,MEXICALI,749.34,704.27,45.07,0.0,2017-06-20 01:00:00,MDA,BCA
2,MEXICALI,745.93,711.49,34.44,0.0,2017-06-20 02:00:00,MDA,BCA
3,MEXICALI,697.85,671.98,25.87,0.0,2017-06-20 03:00:00,MDA,BCA
4,MEXICALI,498.58,483.57,15.01,0.0,2017-06-20 04:00:00,MDA,BCA
5,MEXICALI,482.25,472.41,9.85,0.0,2017-06-20 05:00:00,MDA,BCA
6,MEXICALI,457.98,452.18,5.8,0.0,2017-06-20 06:00:00,MDA,BCA
7,MEXICALI,457.6,453.53,4.07,0.0,2017-06-20 07:00:00,MDA,BCA
8,MEXICALI,506.88,498.87,8.01,0.0,2017-06-20 08:00:00,MDA,BCA
9,MEXICALI,515.9,506.72,9.18,0.0,2017-06-20 09:00:00,MDA,BCA
10,MEXICALI,739.66,720.49,19.17,0.0,2017-06-20 10:00:00,MDA,BCA
11,MEXICALI,764.43,737.81,26.62,0.0,2017-06-20 11:00:00,MDA,BCA
12,MEXICALI,1061.09,1022.33,38.76,0.0,2017-06-20 12:00:00,MDA,BCA
13,MEXICALI,854.87,822.52,32.35,0.0,2017-06-20 13:00:00,MDA,BCA
14,MEXICALI,891.44,829.71,61.73,0.0,2017-06-20 14:00:00,MDA,BCA
15,MEXICALI,1023.28,943.75,79.53,0.0,2017-06-20 15:00:00,MDA,BCA
16,MEXICALI,804.86,738.02,66.83,0.0,2017-06-20 16:00:00,MDA,BCA
17,MEXICALI,807.35,738.04,69.31,0.0,2017-06-20 17:00:00,MDA,BCA
18,MEXICALI,949.96,870.45,79.51,0.0,2017-06-20 18:00:00,MDA,BCA
19,MEXICALI,989.63,910.19,79.44,0.0,2017-06-20 19:00:00,MDA,BCA
20,MEXICALI,897.3,826.73,70.56,0.0,2017-06-20 20:00:00,MDA,BCA
21,MEXICALI,896.39,831.52,64.87,0.0,2017-06-20 21:00:00,MDA,BCA
22,MEXICALI,897.02,831.18,65.84,0.0,2017-06-20 22:00:00,MDA,BCA
23,MEXICALI,930.42,858.67,71.75,0.0,2017-06-20 23:00:00,MDA,BCA
24,MEXICALI,874.0,800.72,73.27,0.0,2017-06-21 00:00:00,MDA,BCA
1,SANLUIS,755.73,704.27,51.46,0.0,2017-06-20 01:00:00,MDA,BCA
2,SANLUIS,751.78,711.49,40.29,0.0,2017-06-20 02:00:00,MDA,BCA
3,SANLUIS,702.81,671.98,30.82,0.0,2017-06-20 03:00:00,MDA,BCA
4,SANLUIS,501.71,483.57,18.15,0.0,2017-06-20 04:00:00,MDA,BCA
5,SANLUIS,484.91,472.41,12.5,0.0,2017-06-20 05:00:00,MDA,BCA
6,SANLUIS,459.96,452.18,7.78,0.0,2017-06-20 06:00:00,MDA,BCA
7,SANLUIS,458.92,453.53,5.39,0.0,2017-06-20 07:00:00,MDA,BCA
8,SANLUIS,508.63,498.87,9.76,0.0,2017-06-20 08:00:00,MDA,BCA
9,SANLUIS,515.29,506.72,8.57,0.0,2017-06-20 09:00:00,MDA,BCA
10,SANLUIS,737.52,720.49,17.03,0.0,2017-06-20 10:00:00,MDA,BCA
11,SANLUIS,760.81,737.81,23.0,0.0,2017-06-20 11:00:00,MDA,BCA
12,SANLUIS,1056.69,1022.33,34.36,0.0,2017-06-20 12:00:00,MDA,BCA
13,SANLUIS,851.64,822.52,29.12,0.0,2017-06-20 13:00:00,MDA,BCA
14,SANLUIS,899.6,829.71,69.89,0.0,2017-06-20 14:00:00,MDA,BCA
15,SANLUIS,1032.15,943.75,88.41,0.0,2017-06-20 15:00:00,MDA,BCA
16,SANLUIS,812.21,738.02,74.19,0.0,2017-06-20 16:00:00,MDA,BCA
17,SANLUIS,814.65,738.04,76.62,0.0,2017-06-20 17:00:00,MDA,BCA
18,SANLUIS,958.22,870.45,87.77,0.0,2017-06-20 18:00:00,MDA,BCA
19,SANLUIS,998.7,910.19,88.5,0.0,2017-06-20 19:00:00,MDA,BCA
20,SANLUIS,904.65,826.73,77.92,0.0,2017-06-20 20:00:00,MDA,BCA
21,SANLUIS,903.66,831.52,72.13,0.0,2017-06-20 21:00:00,MDA,BCA
22,SANLUIS,904.8,831.18,73.62,0.0,2017-06-20 22:00:00,MDA,BCA
23,SANLUIS,939.21,858.67,80.54,0.0,2017-06-20 23:00:00,MDA,BCA
24,SANLUIS,882.0,800.72,81.27,0.0,2017-06-21 00:00:00,MDA,BCA
1,TIJUANA,717.83,704.27,13.56,0.0,2017-06-20 01:00:00,MDA,BCA
2,TIJUANA,723.71,711.49,12.22,0.0,2017-06-20 02:00:00,MDA,BCA
3,TIJUANA,682.7,671.98,10.72,0.0,2017-06-20 03:00:00,MDA,BCA
4,TIJUANA,490.89,483.57,7.33,0.0,2017-06-20 04:00:00,MDA,BCA
5,TIJUANA,479.22,472.41,6.81,0.0,2017-06-20 05:00:00,MDA,BCA
6,TIJUANA,458.65,452.18,6.47,0.0,2017-06-20 06:00:00,MDA,BCA
7,TIJUANA,460.16,453.53,6.63,0.0,2017-06-20 07:00:00,MDA,BCA
8,TIJUANA,507.42,498.87,8.55,0.0,2017-06-20 08:00:00,MDA,BCA
9,TIJUANA,516.2,506.72,9.48,0.0,2017-06-20 09:00:00,MDA,BCA
10,TIJUANA,735.18,720.49,14.69,0.0,2017-06-20 10:00:00,MDA,BCA
11,TIJUANA,753.9,737.81,16.08,0.0,2017-06-20 11:00:00,MDA,BCA
12,TIJUANA,1045.21,1022.33,22.88,0.0,2017-06-20 12:00:00,MDA,BCA
13,TIJUANA,841.02,822.52,18.5,0.0,2017-06-20 13:00:00,MDA,BCA
14,TIJUANA,850.12,829.71,20.41,0.0,2017-06-20 14:00:00,MDA,BCA
15,TIJUANA,966.89,943.75,23.14,0.0,2017-06-20 15:00:00,MDA,BCA
16,TIJUANA,756.27,738.02,18.25,0.0,2017-06-20 16:00:00,MDA,BCA
17,TIJUANA,756.16,738.04,18.13,0.0,2017-06-20 17:00:00,MDA,BCA
18,TIJUANA,891.09,870.45,20.64,0.0,2017-06-20 18:00:00,MDA,BCA
19,TIJUANA,931.44,910.19,21.25,0.0,2017-06-20 19:00:00,MDA,BCA
20,TIJUANA,845.83,826.73,19.09,0.0,2017-06-20 20:00:00,MDA,BCA
21,TIJUANA,851.18,831.53,19.65,0.0,2017-06-20 21:00:00,MDA,BCA
22,TIJUANA,850.77,831.18,19.59,0.0,2017-06-20 22:00:00,MDA,BCA
23,TIJUANA,878.18,858.67,19.51,0.0,2017-06-20 23:00:00,MDA,BCA
24,TIJUANA,818.27,800.72,17.55,0.0,2017-06-21 00:00:00,MDA,BCA
1,CONSTITUCION,1770.79,1717.42,53.37,0.0,2017-06-20 01:00:00,MDA,BCS
2,CONSTITUCION,1810.23,1762.2,48.03,0.0,2017-06-20 02:00:00,MDA,BCS
3,CONSTITUCION,1674.92,1627.65,47.28,0.0,2017-06-20 03:00:00,MDA,BCS
4,CONSTITUCION,1571.29,1508.3,62.99,0.0,2017-06-20 04:00:00,MDA,BCS
5,CONSTITUCION,1736.33,1702.79,33.55,0.0,2017-06-20 05:00:00,MDA,BCS
6,CONSTITUCION,1721.69,1690.19,31.51,0.0,2017-06-20 06:00:00,MDA,BCS
7,CONSTITUCION,1726.86,1690.78,36.08,0.0,2017-06-20 07:00:00,MDA,BCS
8,CONSTITUCION,1749.21,1703.33,45.88,0.0,2017-06-20 08:00:00,MDA,BCS
9,CONSTITUCION,1613.42,1539.01,74.4,0.0,2017-06-20 09:00:00,MDA,BCS
10,CONSTITUCION,1736.13,1680.19,55.94,0.0,2017-06-20 10:00:00,MDA,BCS
11,CONSTITUCION,1828.09,1762.82,65.27,0.0,2017-06-20 11:00:00,MDA,BCS
12,CONSTITUCION,1735.24,1663.96,71.28,0.0,2017-06-20 12:00:00,MDA,BCS
13,CONSTITUCION,1784.33,1705.23,79.1,0.0,2017-06-20 13:00:00,MDA,BCS
14,CONSTITUCION,1849.06,1759.11,89.95,0.0,2017-06-20 14:00:00,MDA,BCS
15,CONSTITUCION,1880.35,1779.86,100.49,0.0,2017-06-20 15:00:00,MDA,BCS
16,CONSTITUCION,1972.08,1864.98,107.1,0.0,2017-06-20 16:00:00,MDA,BCS
17,CONSTITUCION,2294.39,2165.69,128.7,0.0,2017-06-20 17:00:00,MDA,BCS
18,CONSTITUCION,3319.2,3138.9,180.3,0.0,2017-06-20 18:00:00,MDA,BCS
19,CONSTITUCION,2137.07,2029.85,107.22,0.0,2017-06-20 19:00:00,MDA,BCS
20,CONSTITUCION,2079.86,1985.25,94.61,0.0,2017-06-20 20:00:00,MDA,BCS
21,CONSTITUCION,2271.21,2165.62,105.59,0.0,2017-06-20 21:00:00,MDA,BCS
22,CONSTITUCION,3411.4,3230.63,180.77,0.0,2017-06-20 22:00:00,MDA,BCS
23,CONSTITUCION,2115.2,2012.77,102.44,0.0,2017-06-20 23:00:00,MDA,BCS
24,CONSTITUCION,1939.61,1859.24,80.37,0.0,2017-06-21 00:00:00,MDA,BCS
1,LA PAZ,1744.67,1717.42,27.25,0.0,2017-06-20 01:00:00,MDA,BCS
2,LA PAZ,1786.57,1762.2,24.37,0.0,2017-06-20 02:00:00,MDA,BCS
3,LA PAZ,1651.43,1627.65,23.78,0.0,2017-06-20 03:00:00,MDA,BCS
4,LA PAZ,1531.68,1508.3,23.38,0.0,2017-06-20 04:00:00,MDA,BCS
5,LA PAZ,1722.29,1702.79,19.5,0.0,2017-06-20 05:00:00,MDA,BCS
6,LA PAZ,1709.71,1690.19,19.52,0.0,2017-06-20 06:00:00,MDA,BCS
7,LA PAZ,1709.62,1690.78,18.84,0.0,2017-06-20 07:00:00,MDA,BCS
8,LA PAZ,1722.34,1703.33,19.02,0.0,2017-06-20 08:00:00,MDA,BCS
9,LA PAZ,1561.49,1539.01,22.47,0.0,2017-06-20 09:00:00,MDA,BCS
10,LA PAZ,1703.56,1680.19,23.36,0.0,2017-06-20 10:00:00,MDA,BCS
11,LA PAZ,1786.11,1762.82,23.29,0.0,2017-06-20 11:00:00,MDA,BCS
12,LA PAZ,1691.07,1663.96,27.11,0.0,2017-06-20 12:00:00,MDA,BCS
13,LA PAZ,1732.36,1705.23,27.13,0.0,2017-06-20 13:00:00,MDA,BCS
14,LA PAZ,1787.89,1759.11,28.78,0.0,2017-06-20 14:00:00,MDA,BCS
15,LA PAZ,1810.44,1779.86,30.59,0.0,2017-06-20 15:00:00,MDA,BCS
16,LA PAZ,1896.14,1864.98,31.16,0.0,2017-06-20 16:00:00,MDA,BCS
17,LA PAZ,2201.48,2165.69,35.79,0.0,2017-06-20 17:00:00,MDA,BCS
18,LA PAZ,3193.71,3138.9,54.81,0.0,2017-06-20 18:00:00,MDA,BCS
19,LA PAZ,2063.69,2029.85,33.84,0.0,2017-06-20 19:00:00,MDA,BCS
20,LA PAZ,2015.91,1985.25,30.66,0.0,2017-06-20 20:00:00,MDA,BCS
21,LA PAZ,2198.01,2165.62,32.4,0.0,2017-06-20 21:00:00,MDA,BCS
22,LA PAZ,3283.78,3230.63,53.15,0.0,2017-06-20 22:00:00,MDA,BCS
23,LA PAZ,2045.93,2012.77,33.16,0.0,2017-06-20 23:00:00,MDA,BCS
24,LA PAZ,1890.0,1859.24,30.76,0.0,2017-06-21 00:00:00,MDA,BCS
1,LOS CABOS,1791.82,1717.42,74.41,0.0,2017-06-20 01:00:00,MDA,BCS
2,LOS CABOS,1837.42,1762.2,75.22,0.0,2017-06-20 02:00:00,MDA,BCS
3,LOS CABOS,1694.28,1627.65,66.63,0.0,2017-06-20 03:00:00,MDA,BCS
4,LOS CABOS,1567.13,1508.3,58.83,0.0,2017-06-20 04:00:00,MDA,BCS
5,LOS CABOS,1767.86,1702.79,65.07,0.0,2017-06-20 05:00:00,MDA,BCS
6,LOS CABOS,1754.21,1690.19,64.03,0.0,2017-06-20 06:00:00,MDA,BCS
7,LOS CABOS,1755.34,1690.78,64.56,0.0,2017-06-20 07:00:00,MDA,BCS
8,LOS CABOS,1769.65,1703.33,66.32,0.0,2017-06-20 08:00:00,MDA,BCS
9,LOS CABOS,1603.77,1539.01,64.76,0.0,2017-06-20 09:00:00,MDA,BCS
10,LOS CABOS,1756.4,1680.19,76.21,0.0,2017-06-20 10:00:00,MDA,BCS
11,LOS CABOS,1847.04,1762.82,84.23,0.0,2017-06-20 11:00:00,MDA,BCS
12,LOS CABOS,1743.09,1663.96,79.13,0.0,2017-06-20 12:00:00,MDA,BCS
13,LOS CABOS,1787.5,1705.23,82.27,0.0,2017-06-20 13:00:00,MDA,BCS
14,LOS CABOS,1843.81,1759.11,84.7,0.0,2017-06-20 14:00:00,MDA,BCS
15,LOS CABOS,1862.8,1779.86,82.95,0.0,2017-06-20 15:00:00,MDA,BCS
16,LOS CABOS,1953.79,1864.98,88.81,0.0,2017-06-20 16:00:00,MDA,BCS
17,LOS CABOS,2270.83,2165.69,105.14,0.0,2017-06-20 17:00:00,MDA,BCS
18,LOS CABOS,3283.86,3138.9,144.95,0.0,2017-06-20 18:00:00,MDA,BCS
19,LOS CABOS,2121.64,2029.85,91.79,0.0,2017-06-20 19:00:00,MDA,BCS
20,LOS CABOS,2075.81,1985.25,90.56,0.0,2017-06-20 20:00:00,MDA,BCS
21,LOS CABOS,2267.63,2165.62,102.02,0.0,2017-06-20 21:00:00,MDA,BCS
22,LOS CABOS,3377.95,3230.63,147.32,0.0,2017-06-20 22:00:00,MDA,BCS
23,LOS CABOS,2103.01,2012.77,90.24,0.0,2017-06-20 23:00:00,MDA,BCS
24,LOS CABOS,1940.57,1859.24,81.33,0.0,2017-06-21 00:00:00,MDA,BCS
1,ACAPULCO,4240.67,3942.82,297.85,0.0,2017-06-20 01:00:00,MDA,SIN
2,ACAPULCO,3603.36,3343.6,259.76,0.0,2017-06-20 02:00:00,MDA,SIN
3,ACAPULCO,2600.33,2405.82,194.52,0.0,2017-06-20 03:00:00,MDA,SIN
4,ACAPULCO,1434.09,1324.2,109.88,0.0,2017-06-20 04:00:00,MDA,SIN
5,ACAPULCO,2691.96,2497.89,194.07,0.0,2017-06-20 05:00:00,MDA,SIN
6,ACAPULCO,1599.6,1477.36,122.24,0.0,2017-06-20 06:00:00,MDA,SIN
7,ACAPULCO,3117.35,2879.73,237.62,0.0,2017-06-20 07:00:00,MDA,SIN
8,ACAPULCO,2494.87,2309.77,185.1,0.0,2017-06-20 08:00:00,MDA,SIN
9,ACAPULCO,5077.15,4677.74,399.41,0.0,2017-06-20 09:00:00,MDA,SIN
10,ACAPULCO,4313.52,3988.8,324.72,0.0,2017-06-20 10:00:00,MDA,SIN
11,ACAPULCO,4315.84,4026.56,289.28,0.0,2017-06-20 11:00:00,MDA,SIN
12,ACAPULCO,4117.16,4002.69,114.47,0.0,2017-06-20 12:00:00,MDA,SIN
13,ACAPULCO,2708.66,2523.5,185.16,0.0,2017-06-20 13:00:00,MDA,SIN
14,ACAPULCO,4129.96,4025.46,104.51,0.0,2017-06-20 14:00:00,MDA,SIN
15,ACAPULCO,4147.34,4025.12,122.22,0.0,2017-06-20 15:00:00,MDA,SIN
16,ACAPULCO,4221.29,4101.78,119.51,0.0,2017-06-20 16:00:00,MDA,SIN
17,ACAPULCO,4316.28,4230.28,86.0,0.0,2017-06-20 17:00:00,MDA,SIN
18,ACAPULCO,4274.33,4183.65,90.68,0.0,2017-06-20 18:00:00,MDA,SIN
19,ACAPULCO,3420.07,3241.91,178.16,0.0,2017-06-20 19:00:00,MDA,SIN
20,ACAPULCO,4239.2,3953.13,284.85,1.22,2017-06-20 20:00:00,MDA,SIN
21,ACAPULCO,3697.63,3395.57,302.06,0.0,2017-06-20 21:00:00,MDA,SIN
22,ACAPULCO,4186.57,3961.37,225.2,0.0,2017-06-20 22:00:00,MDA,SIN
23,ACAPULCO,4180.98,3980.48,199.65,0.85,2017-06-20 23:00:00,MDA,SIN
24,ACAPULCO,2661.69,2449.97,211.72,0.0,2017-06-21 00:00:00,MDA,SIN
1,AGUASCALIENTES,4171.99,3942.82,229.17,0.0,2017-06-20 01:00:00,MDA,SIN
2,AGUASCALIENTES,3515.61,3343.6,172.01,0.0,2017-06-20 02:00:00,MDA,SIN
3,AGUASCALIENTES,2523.0,2405.82,117.18,0.0,2017-06-20 03:00:00,MDA,SIN
4,AGUASCALIENTES,1381.91,1324.2,57.71,0.0,2017-06-20 04:00:00,MDA,SIN
5,AGUASCALIENTES,2613.84,2497.89,115.95,0.0,2017-06-20 05:00:00,MDA,SIN
6,AGUASCALIENTES,1539.14,1477.36,61.78,0.0,2017-06-20 06:00:00,MDA,SIN
7,AGUASCALIENTES,2994.81,2879.73,115.08,0.0,2017-06-20 07:00:00,MDA,SIN
8,AGUASCALIENTES,2401.62,2309.77,91.84,0.0,2017-06-20 08:00:00,MDA,SIN
9,AGUASCALIENTES,4881.38,4677.74,203.64,0.0,2017-06-20 09:00:00,MDA,SIN
10,AGUASCALIENTES,4194.28,3988.8,205.49,0.0,2017-06-20 10:00:00,MDA,SIN
11,AGUASCALIENTES,4255.89,4026.56,229.33,0.0,2017-06-20 11:00:00,MDA,SIN
12,AGUASCALIENTES,4214.15,4002.69,211.46,0.0,2017-06-20 12:00:00,MDA,SIN
13,AGUASCALIENTES,2668.95,2523.49,145.46,0.0,2017-06-20 13:00:00,MDA,SIN
14,AGUASCALIENTES,4259.96,4025.46,234.51,0.0,2017-06-20 14:00:00,MDA,SIN
15,AGUASCALIENTES,4272.77,4025.12,247.65,0.0,2017-06-20 15:00:00,MDA,SIN
16,AGUASCALIENTES,4370.86,4101.78,269.08,0.0,2017-06-20 16:00:00,MDA,SIN
17,AGUASCALIENTES,4510.11,4230.28,279.83,0.0,2017-06-20 17:00:00,MDA,SIN
18,AGUASCALIENTES,4452.32,4183.65,268.67,0.0,2017-06-20 18:00:00,MDA,SIN
19,AGUASCALIENTES,3444.23,3241.91,202.33,0.0,2017-06-20 19:00:00,MDA,SIN
20,AGUASCALIENTES,4167.56,3953.13,214.03,0.41,2017-06-20 20:00:00,MDA,SIN
21,AGUASCALIENTES,3555.37,3395.57,159.8,0.0,2017-06-20 21:00:00,MDA,SIN
22,AGUASCALIENTES,4167.92,3961.37,206.55,0.0,2017-06-20 22:00:00,MDA,SIN
23,AGUASCALIENTES,4193.49,3980.48,212.72,0.29,2017-06-20 23:00:00,MDA,SIN
24,AGUASCALIENTES,2598.63,2449.97,148.66,0.0,2017-06-21 00:00:00,MDA,SIN
1,APATZINGAN,4271.43,3942.82,328.61,0.0,2017-06-20 01:00:00,MDA,SIN
2,APATZINGAN,3593.36,3343.6,249.76,0.0,2017-06-20 02:00:00,MDA,SIN
3,APATZINGAN,2578.25,2405.82,172.44,0.0,2017-06-20 03:00:00,MDA,SIN
4,APATZINGAN,1413.29,1324.2,89.08,0.0,2017-06-20 04:00:00,MDA,SIN
5,APATZINGAN,2668.2,2497.89,170.31,0.0,2017-06-20 05:00:00,MDA,SIN
6,APATZINGAN,1578.71,1477.36,101.35,0.0,2017-06-20 06:00:00,MDA,SIN
7,APATZINGAN,3094.67,2879.73,214.94,0.0,2017-06-20 07:00:00,MDA,SIN
8,APATZINGAN,2497.68,2309.77,187.91,0.0,2017-06-20 08:00:00,MDA,SIN
9,APATZINGAN,5068.46,4677.74,390.72,0.0,2017-06-20 09:00:00,MDA,SIN
10,APATZINGAN,4354.49,3988.8,365.69,0.0,2017-06-20 10:00:00,MDA,SIN
11,APATZINGAN,4396.97,4026.56,370.41,0.0,2017-06-20 11:00:00,MDA,SIN
12,APATZINGAN,4332.03,4002.69,329.34,0.0,2017-06-20 12:00:00,MDA,SIN
13,APATZINGAN,2753.18,2523.5,229.69,0.0,2017-06-20 13:00:00,MDA,SIN
14,APATZINGAN,4373.24,4025.46,347.78,0.0,2017-06-20 14:00:00,MDA,SIN
15,APATZINGAN,4381.0,4025.12,355.88,0.0,2017-06-20 15:00:00,MDA,SIN
16,APATZINGAN,4457.5,4101.78,355.72,0.0,2017-06-20 16:00:00,MDA,SIN
17,APATZINGAN,4595.23,4230.28,364.95,0.0,2017-06-20 17:00:00,MDA,SIN
18,APATZINGAN,4537.28,4183.65,353.64,0.0,2017-06-20 18:00:00,MDA,SIN
19,APATZINGAN,3536.74,3241.91,294.83,0.0,2017-06-20 19:00:00,MDA,SIN
20,APATZINGAN,4316.47,3953.13,355.12,8.23,2017-06-20 20:00:00,MDA,SIN
21,APATZINGAN,3692.95,3395.57,297.38,0.0,2017-06-20 21:00:00,MDA,SIN
22,APATZINGAN,4337.33,3961.37,375.96,0.0,2017-06-20 22:00:00,MDA,SIN
23,APATZINGAN,4333.47,3980.48,347.19,5.8,2017-06-20 23:00:00,MDA,SIN
24,APATZINGAN,2657.18,2449.97,207.22,0.0,2017-06-21 00:00:00,MDA,SIN
1,CABORCA,4834.35,3942.82,891.53,0.0,2017-06-20 01:00:00,MDA,SIN
2,CABORCA,4101.37,3343.6,757.77,0.0,2017-06-20 02:00:00,MDA,SIN
3,CABORCA,2847.8,2405.82,441.98,0.0,2017-06-20 03:00:00,MDA,SIN
4,CABORCA,1487.55,1324.2,163.35,0.0,2017-06-20 04:00:00,MDA,SIN
5,CABORCA,2755.43,2497.89,257.55,0.0,2017-06-20 05:00:00,MDA,SIN
6,CABORCA,1580.34,1477.36,102.98,0.0,2017-06-20 06:00:00,MDA,SIN
7,CABORCA,3106.35,2879.73,226.63,0.0,2017-06-20 07:00:00,MDA,SIN
8,CABORCA,2315.27,2309.77,5.5,0.0,2017-06-20 08:00:00,MDA,SIN
9,CABORCA,4597.97,4677.74,-77.3,-2.47,2017-06-20 09:00:00,MDA,SIN
10,CABORCA,4086.75,3988.8,97.96,0.0,2017-06-20 10:00:00,MDA,SIN
11,CABORCA,4370.69,4026.56,344.13,0.0,2017-06-20 11:00:00,MDA,SIN
12,CABORCA,4479.21,4002.69,476.52,0.0,2017-06-20 12:00:00,MDA,SIN
13,CABORCA,2860.82,2523.5,337.32,0.0,2017-06-20 13:00:00,MDA,SIN
14,CABORCA,4702.43,4025.46,676.97,0.0,2017-06-20 14:00:00,MDA,SIN
15,CABORCA,4779.6,4025.12,754.47,0.0,2017-06-20 15:00:00,MDA,SIN
16,CABORCA,5072.17,4101.78,970.39,0.0,2017-06-20 16:00:00,MDA,SIN
17,CABORCA,5258.11,4230.28,1027.83,0.0,2017-06-20 17:00:00,MDA,SIN
18,CABORCA,5253.09,4183.65,1069.44,0.0,2017-06-20 18:00:00,MDA,SIN
19,CABORCA,4121.79,3241.91,879.88,0.0,2017-06-20 19:00:00,MDA,SIN
20,CABORCA,5581.23,3953.13,863.53,764.57,2017-06-20 20:00:00,MDA,SIN
21,CABORCA,4020.33,3395.57,624.76,0.0,2017-06-20 21:00:00,MDA,SIN
22,CABORCA,4612.48,3961.37,651.11,0.0,2017-06-20 22:00:00,MDA,SIN
23,CABORCA,5244.84,3980.48,725.99,538.36,2017-06-20 23:00:00,MDA,SIN
24,CABORCA,2985.02,2449.97,535.05,0.0,2017-06-21 00:00:00,MDA,SIN
1,CAMARGO,4895.61,3942.82,952.8,0.0,2017-06-20 01:00:00,MDA,SIN
2,CAMARGO,4073.5,3343.6,729.9,0.0,2017-06-20 02:00:00,MDA,SIN
3,CAMARGO,2877.44,2405.82,471.62,0.0,2017-06-20 03:00:00,MDA,SIN
4,CAMARGO,1546.71,1324.2,222.51,0.0,2017-06-20 04:00:00,MDA,SIN
5,CAMARGO,2889.16,2497.89,391.27,0.0,2017-06-20 05:00:00,MDA,SIN
6,CAMARGO,1674.61,1477.36,197.25,0.0,2017-06-20 06:00:00,MDA,SIN
7,CAMARGO,3242.91,2879.73,363.19,0.0,2017-06-20 07:00:00,MDA,SIN
8,CAMARGO,2555.12,2309.77,245.35,0.0,2017-06-20 08:00:00,MDA,SIN
9,CAMARGO,5230.92,4677.74,553.18,0.0,2017-06-20 09:00:00,MDA,SIN
10,CAMARGO,4602.55,3988.8,613.75,0.0,2017-06-20 10:00:00,MDA,SIN
11,CAMARGO,4807.63,4026.56,781.07,0.0,2017-06-20 11:00:00,MDA,SIN
12,CAMARGO,4861.42,4002.69,858.73,0.0,2017-06-20 12:00:00,MDA,SIN
13,CAMARGO,3107.73,2523.5,584.24,0.0,2017-06-20 13:00:00,MDA,SIN
14,CAMARGO,5029.12,4025.46,1003.66,0.0,2017-06-20 14:00:00,MDA,SIN
15,CAMARGO,4980.8,4025.12,955.68,0.0,2017-06-20 15:00:00,MDA,SIN
16,CAMARGO,5188.51,4101.78,1086.73,0.0,2017-06-20 16:00:00,MDA,SIN
17,CAMARGO,5364.69,4230.28,1134.41,0.0,2017-06-20 17:00:00,MDA,SIN
18,CAMARGO,5312.35,4183.65,1128.7,0.0,2017-06-20 18:00:00,MDA,SIN
19,CAMARGO,4095.19,3241.91,853.29,0.0,2017-06-20 19:00:00,MDA,SIN
20,CAMARGO,6379.49,3953.13,992.24,1434.12,2017-06-20 20:00:00,MDA,SIN
21,CAMARGO,4163.99,3395.57,768.42,0.0,2017-06-20 21:00:00,MDA,SIN
22,CAMARGO,4896.07,3961.37,934.7,0.0,2017-06-20 22:00:00,MDA,SIN
23,CAMARGO,6017.52,3980.48,1027.2,1009.84,2017-06-20 23:00:00,MDA,SIN
24,CAMARGO,3131.08,2449.97,681.11,0.0,2017-06-21 00:00:00,MDA,SIN
1,CAMPECHE,4203.85,3942.82,261.04,0.0,2017-06-20 01:00:00,MDA,SIN
2,CAMPECHE,3724.03,3343.6,380.43,0.0,2017-06-20 02:00:00,MDA,SIN
