Centro Nacional de Control de Energia
Precios Marginales Locales del MDA 
Sistema Interconectado Nacional
Reporte diario
Fecha: 20/Junio/2017
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 19/Junio/2017 14:30:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
17,01AGU-230,4220.29,4230.28,-9.99,0
18,01AGU-230,4191.08,4183.65,7.44,0
19,01AGU-230,3250.61,3241.9,8.71,0
20,01AGU-230,3997.79,3953.12,45.49,-.83
21,01AGU-230,3459.12,3395.57,63.55,0
22,01AGU-230,4012.97,3961.37,51.6,0
23,01AGU-230,4023.7,3980.48,43.8,-.59
24,01AGU-230,2458.66,2449.97,8.7,0
1,01AGV-85,3961.08,3942.82,18.27,0
2,01AGV-85,3383.74,3343.6,40.13,0
3,01AGV-85,2443.47,2405.82,37.66,0
4,01AGV-85,1353.8,1324.2,29.6,0
5,01AGV-85,2543.13,2497.89,45.25,0
6,01AGV-85,1517.35,1477.36,39.99,0
7,01AGV-85,2967.83,2879.73,88.1,0
8,01AGV-85,2373.53,2309.77,63.75,0
9,01AGV-85,4793.57,4677.74,115.83,0
10,01AGV-85,4046.74,3988.79,57.95,0
11,01AGV-85,4097.69,4026.56,71.13,0
12,01AGV-85,4104.16,4002.69,101.47,0
13,01AGV-85,2570.72,2523.5,47.23,0
14,01AGV-85,4106.91,4025.46,81.46,0
15,01AGV-85,4088.71,4025.12,63.59,0
16,01AGV-85,4118.45,4101.78,16.68,0
17,01AGV-85,4242.63,4230.28,12.35,0
18,01AGV-85,4215.72,4183.65,32.07,0
19,01AGV-85,3260.27,3241.9,18.36,0
20,01AGV-85,4019.5,3953.12,67.79,-1.42
21,01AGV-85,3491.39,3395.57,95.82,0
22,01AGV-85,4062.37,3961.37,101.01,0
23,01AGV-85,4067.03,3980.48,87.54,-1
24,01AGV-85,2472.92,2449.97,22.95,0
1,01AIN-115,3989.94,3942.82,47.13,0
2,01AIN-115,3401.9,3343.6,58.3,0
3,01AIN-115,2455.77,2405.82,49.96,0
4,01AIN-115,1357.45,1324.2,33.25,0
5,01AIN-115,2553.2,2497.89,55.31,0
6,01AIN-115,1520.03,1477.36,42.67,0
7,01AIN-115,2970.43,2879.73,90.71,0
8,01AIN-115,2379.82,2309.77,70.04,0
9,01AIN-115,4805.76,4677.74,128.02,0
10,01AIN-115,4066.35,3988.79,77.56,0
11,01AIN-115,4079.22,4026.56,52.66,0
12,01AIN-115,4055.58,4002.69,52.89,0
13,01AIN-115,2554.13,2523.5,30.63,0
14,01AIN-115,4061.5,4025.46,36.05,0
15,01AIN-115,4054.85,4025.12,29.73,0
16,01AIN-115,4112.04,4101.78,10.26,0
17,01AIN-115,4236.21,4230.28,5.94,0
18,01AIN-115,4205.39,4183.65,21.74,0
19,01AIN-115,3271.14,3241.9,29.23,0
20,01AIN-115,4033.21,3953.12,79.68,.4
21,01AIN-115,3492.76,3395.57,97.19,0
22,01AIN-115,4048.03,3961.37,86.66,0
23,01AIN-115,4056.71,3980.48,75.95,.28
24,01AIN-115,2481.97,2449.97,32,0
1,01ALR-85,3940.25,3942.82,-2.56,0
2,01ALR-85,3363.18,3343.6,19.58,0
3,01ALR-85,2427.67,2405.82,21.85,0
4,01ALR-85,1343.54,1324.2,19.34,0
5,01ALR-85,2525.4,2497.89,27.52,0
6,01ALR-85,1502.52,1477.36,25.16,0
7,01ALR-85,2935.77,2879.73,56.05,0
8,01ALR-85,2350.09,2309.77,40.32,0
9,01ALR-85,4746.33,4677.74,68.59,0
10,01ALR-85,4010.67,3988.79,21.88,0
11,01ALR-85,4027.73,4026.56,1.18,0
12,01ALR-85,4023.42,4002.69,20.74,0
13,01ALR-85,2526.09,2523.5,2.59,0
14,01ALR-85,4030.81,4025.46,5.35,0
15,01ALR-85,4016.84,4025.12,-8.28,0
16,01ALR-85,4080.39,4101.78,-21.39,0
17,01ALR-85,4203.39,4230.28,-26.89,0
18,01ALR-85,4172.98,4183.65,-10.66,0
19,01ALR-85,3236,3241.9,-5.91,0
20,01ALR-85,3977.13,3953.12,25.13,-1.12
21,01ALR-85,3440.47,3395.57,44.9,0
22,01ALR-85,3995.28,3961.37,33.92,0
23,01ALR-85,4007.65,3980.48,27.96,-.79
24,01ALR-85,2448.85,2449.97,-1.12,0
1,01AMO-85,4013.73,3942.82,70.92,0
2,01AMO-85,3423.69,3343.6,80.09,0
3,01AMO-85,2471.16,2405.82,65.34,0
4,01AMO-85,1366.76,1324.2,42.56,0
5,01AMO-85,2569.94,2497.89,72.05,0
6,01AMO-85,1531.09,1477.36,53.73,0
7,01AMO-85,2993.76,2879.73,114.03,0
8,01AMO-85,2397.35,2309.77,87.58,0
9,01AMO-85,4843.11,4677.74,165.37,0
10,01AMO-85,4098.84,3988.79,110.05,0
11,01AMO-85,4112.23,4026.56,85.68,0
12,01AMO-85,4091.96,4002.69,89.27,0
13,01AMO-85,2576.12,2523.5,52.62,0
14,01AMO-85,4096.95,4025.46,71.5,0
15,01AMO-85,4088.68,4025.12,63.56,0
16,01AMO-85,4151.18,4101.78,49.4,0
17,01AMO-85,4278.43,4230.28,48.15,0
18,01AMO-85,4246.4,4183.65,62.75,0
19,01AMO-85,3299.58,3241.9,57.68,0
20,01AMO-85,4062.14,3953.12,109.43,-.41
21,01AMO-85,3514.19,3395.57,118.62,0
22,01AMO-85,4069.7,3961.37,108.33,0
23,01AMO-85,4080.18,3980.48,99.98,-.29
24,01AMO-85,2496.3,2449.97,46.33,0
1,01ANL-85,4035.63,3942.82,92.81,0
2,01ANL-85,3436.45,3343.6,92.85,0
3,01ANL-85,2477.87,2405.82,72.05,0
4,01ANL-85,1366.49,1324.2,42.29,0
5,01ANL-85,2568.76,2497.89,70.88,0
6,01ANL-85,1526.93,1477.36,49.57,0
7,01ANL-85,2992.65,2879.73,112.92,0
8,01ANL-85,2392.91,2309.77,83.13,0
9,01ANL-85,4832.34,4677.74,154.6,0
10,01ANL-85,4102.01,3988.79,113.22,0
11,01ANL-85,4117.74,4026.56,91.18,0
12,01ANL-85,4129.67,4002.69,126.98,0
13,01ANL-85,2576.97,2523.5,53.47,0
14,01ANL-85,4120.36,4025.46,94.9,0
15,01ANL-85,4113.39,4025.12,88.27,0
16,01ANL-85,4180.31,4101.78,78.54,0
17,01ANL-85,4310.59,4230.28,80.31,0
18,01ANL-85,4267.91,4183.65,84.27,0
19,01ANL-85,3310.59,3241.9,68.68,0
20,01ANL-85,4067.76,3953.12,116.12,-1.49
21,01ANL-85,3530.16,3395.57,134.59,0
22,01ANL-85,4133.95,3961.37,172.58,0
23,01ANL-85,4140.52,3980.48,161.09,-1.05
24,01ANL-85,2514.94,2449.97,64.97,0
1,01ANM-115,3953.99,3942.82,11.18,0
2,01ANM-115,3369.62,3343.6,26.02,0
3,01ANM-115,2434.4,2405.82,28.58,0
4,01ANM-115,1344.63,1324.2,20.43,0
5,01ANM-115,2529.55,2497.89,31.66,0
6,01ANM-115,1505.75,1477.36,28.39,0
7,01ANM-115,2938.2,2879.73,58.48,0
8,01ANM-115,2354.51,2309.77,44.74,0
9,01ANM-115,4753.96,4677.74,76.22,0
10,01ANM-115,4028.43,3988.79,39.63,0
11,01ANM-115,4038.86,4026.56,12.3,0
12,01ANM-115,3999.85,4002.69,-2.84,0
13,01ANM-115,2525.79,2523.5,2.3,0
14,01ANM-115,4006.14,4025.46,-19.31,0
15,01ANM-115,4006.73,4025.12,-18.4,0
16,01ANM-115,4061.38,4101.78,-40.4,0
17,01ANM-115,4184.92,4230.28,-45.36,0
18,01ANM-115,4153.06,4183.65,-30.58,0
19,01ANM-115,3240.39,3241.9,-1.51,0
20,01ANM-115,3992.09,3953.12,37.72,1.24
21,01ANM-115,3449.66,3395.57,54.09,0
22,01ANM-115,3982.96,3961.37,21.6,0
23,01ANM-115,3998.48,3980.48,17.13,.87
24,01ANM-115,2456.78,2449.97,6.81,0
1,01ANS-85,3939.41,3942.82,-3.41,0
2,01ANS-85,3366.42,3343.6,22.82,0
3,01ANS-85,2431.48,2405.82,25.67,0
4,01ANS-85,1346.6,1324.2,22.39,0
5,01ANS-85,2529.32,2497.89,31.43,0
6,01ANS-85,1508.11,1477.36,30.75,0
7,01ANS-85,2945.74,2879.73,66.02,0
8,01ANS-85,2356.25,2309.77,46.47,0
9,01ANS-85,4759.22,4677.74,81.48,0
10,01ANS-85,4019.58,3988.79,30.78,0
11,01ANS-85,4036.94,4026.56,10.38,0
12,01ANS-85,4040.17,4002.69,37.48,0
13,01ANS-85,2532.46,2523.5,8.97,0
14,01ANS-85,4044.22,4025.46,18.76,0
15,01ANS-85,4026.28,4025.12,1.16,0
16,01ANS-85,4089.75,4101.78,-12.03,0
17,01ANS-85,4212.71,4230.28,-17.57,0
18,01ANS-85,4185.84,4183.65,2.19,0
19,01ANS-85,3238.98,3241.9,-2.92,0
20,01ANS-85,3982.82,3953.12,30.99,-1.29
21,01ANS-85,3450.21,3395.57,54.64,0
22,01ANS-85,4008.73,3961.37,47.36,0
23,01ANS-85,4019.34,3980.48,39.77,-.91
24,01ANS-85,2450.94,2449.97,.97,0
1,01ANU-115,4131.3,3942.82,188.49,0
2,01ANU-115,3509.36,3343.6,165.76,0
3,01ANU-115,2528.07,2405.82,122.25,0
4,01ANU-115,1394.68,1324.2,70.48,0
5,01ANU-115,2619.14,2497.89,121.26,0
6,01ANU-115,1558.04,1477.36,80.68,0
7,01ANU-115,3046.65,2879.73,166.92,0
8,01ANU-115,2437.8,2309.77,128.03,0
9,01ANU-115,4924.88,4677.74,247.14,0
10,01ANU-115,4171.19,3988.79,182.39,0
11,01ANU-115,4180.92,4026.56,154.36,0
12,01ANU-115,4139.42,4002.69,136.73,0
13,01ANU-115,2616.7,2523.5,93.2,0
14,01ANU-115,4157.63,4025.46,132.17,0
15,01ANU-115,4166.13,4025.12,141.01,0
16,01ANU-115,4221.69,4101.78,119.91,0
17,01ANU-115,4351.98,4230.28,121.7,0
18,01ANU-115,4320.07,4183.65,136.42,0
19,01ANU-115,3355.08,3241.9,113.18,0
20,01ANU-115,4134.88,3953.12,180.55,1.21
21,01ANU-115,3574.37,3395.57,178.8,0
22,01ANU-115,4148.45,3961.37,187.08,0
23,01ANU-115,4160.84,3980.48,179.51,.85
24,01ANU-115,2563.11,2449.97,113.14,0
1,01ANU-69,4131.3,3942.82,188.49,0
2,01ANU-69,3509.36,3343.6,165.76,0
3,01ANU-69,2528.07,2405.82,122.25,0
4,01ANU-69,1394.68,1324.2,70.48,0
5,01ANU-69,2619.14,2497.89,121.26,0
6,01ANU-69,1558.04,1477.36,80.68,0
7,01ANU-69,3046.65,2879.73,166.92,0
8,01ANU-69,2437.8,2309.77,128.03,0
9,01ANU-69,4924.88,4677.74,247.14,0
10,01ANU-69,4171.19,3988.79,182.39,0
11,01ANU-69,4180.92,4026.56,154.36,0
12,01ANU-69,4139.42,4002.69,136.73,0
13,01ANU-69,2616.7,2523.5,93.2,0
14,01ANU-69,4157.63,4025.46,132.17,0
15,01ANU-69,4166.13,4025.12,141.01,0
16,01ANU-69,4221.69,4101.78,119.91,0
17,01ANU-69,4351.98,4230.28,121.7,0
18,01ANU-69,4320.07,4183.65,136.42,0
19,01ANU-69,3355.08,3241.9,113.18,0
20,01ANU-69,4134.88,3953.12,180.55,1.21
21,01ANU-69,3574.37,3395.57,178.8,0
22,01ANU-69,4148.45,3961.37,187.08,0
23,01ANU-69,4160.84,3980.48,179.51,.85
24,01ANU-69,2563.11,2449.97,113.14,0
1,01ARA-85,3928.55,3942.82,-14.26,0
2,01ARA-85,3356.08,3343.6,12.48,0
3,01ARA-85,2423.49,2405.82,17.68,0
4,01ARA-85,1342.14,1324.2,17.94,0
5,01ARA-85,2521.27,2497.89,23.39,0
6,01ARA-85,1501.53,1477.36,24.17,0
7,01ARA-85,2934.58,2879.73,54.86,0
8,01ARA-85,2348.14,2309.77,38.37,0
9,01ARA-85,4743.32,4677.74,65.58,0
10,01ARA-85,4005.35,3988.79,16.56,0
11,01ARA-85,4021.55,4026.56,-5.01,0
12,01ARA-85,4025.26,4002.69,22.57,0
13,01ARA-85,2522.85,2523.5,-.65,0
14,01ARA-85,4029.81,4025.46,4.36,0
15,01ARA-85,4011.94,4025.12,-13.18,0
16,01ARA-85,4076.14,4101.78,-25.64,0
17,01ARA-85,4198.71,4230.28,-31.57,0
18,01ARA-85,4170.66,4183.65,-12.99,0
19,01ARA-85,3229.85,3241.9,-12.05,0
20,01ARA-85,3970.31,3953.12,18.57,-1.39
21,01ARA-85,3437.21,3395.57,41.64,0
22,01ARA-85,3994.4,3961.37,33.03,0
23,01ARA-85,4005.18,3980.48,25.67,-.98
24,01ARA-85,2442.61,2449.97,-7.36,0
1,01ARX-230,3876.34,3942.82,-66.48,0
2,01ARX-230,3307.66,3343.6,-35.94,0
3,01ARX-230,2387.54,2405.82,-18.28,0
4,01ARX-230,1320.25,1324.2,-3.95,0
5,01ARX-230,2483.39,2497.89,-14.49,0
6,01ARX-230,1474.57,1477.36,-2.79,0
7,01ARX-230,2877.98,2879.73,-1.75,0
8,01ARX-230,2303.44,2309.77,-6.34,0
9,01ARX-230,4651.31,4677.74,-26.44,0
10,01ARX-230,3936.01,3988.79,-52.79,0
11,01ARX-230,3955.59,4026.56,-70.97,0
12,01ARX-230,3952.66,4002.69,-50.03,0
13,01ARX-230,2479.93,2523.5,-43.57,0
14,01ARX-230,3959.05,4025.46,-66.41,0
15,01ARX-230,3945.91,4025.12,-79.22,0
16,01ARX-230,4011.24,4101.78,-90.54,0
17,01ARX-230,4133.37,4230.28,-96.91,0
18,01ARX-230,4101.6,4183.65,-82.05,0
19,01ARX-230,3181.01,3241.9,-60.9,0
20,01ARX-230,3903.66,3953.12,-48.34,-1.13
21,01ARX-230,3373.24,3395.57,-22.33,0
22,01ARX-230,3923.04,3961.37,-38.32,0
23,01ARX-230,3938.13,3980.48,-41.56,-.79
24,01ARX-230,2409.3,2449.97,-40.67,0
1,01ASK-230,3875.64,3942.82,-67.18,0
2,01ASK-230,3311.11,3343.6,-32.49,0
3,01ASK-230,2390.93,2405.82,-14.89,0
4,01ASK-230,1323.97,1324.2,-.23,0
5,01ASK-230,2487.52,2497.89,-10.36,0
6,01ASK-230,1477.22,1477.36,-.14,0
7,01ASK-230,2883.07,2879.73,3.35,0
8,01ASK-230,2307.4,2309.77,-2.37,0
9,01ASK-230,4654.14,4677.74,-23.6,0
10,01ASK-230,3931.92,3988.79,-56.87,0
11,01ASK-230,3949.65,4026.56,-76.91,0
12,01ASK-230,3952.3,4002.69,-50.39,0
13,01ASK-230,2475.41,2523.5,-48.09,0
14,01ASK-230,3955.42,4025.46,-70.04,0
15,01ASK-230,3939.14,4025.12,-85.99,0
16,01ASK-230,4004.08,4101.78,-97.7,0
17,01ASK-230,4124.42,4230.28,-105.86,0
18,01ASK-230,4096.07,4183.65,-87.57,0
19,01ASK-230,3177.67,3241.9,-64.24,0
20,01ASK-230,3899.94,3953.12,-51.59,-1.59
21,01ASK-230,3370.75,3395.57,-24.83,0
22,01ASK-230,3920.49,3961.37,-40.88,0
23,01ASK-230,3937.63,3980.48,-41.73,-1.12
24,01ASK-230,2407.93,2449.97,-42.03,0
1,01ATE-230,3986.51,3942.82,43.69,0
2,01ATE-230,3402.03,3343.6,58.43,0
3,01ATE-230,2456.7,2405.82,50.88,0
4,01ATE-230,1358.95,1324.2,34.75,0
5,01ATE-230,2554.64,2497.89,56.76,0
6,01ATE-230,1521.73,1477.36,44.38,0
7,01ATE-230,2973.18,2879.73,93.46,0
8,01ATE-230,2380.8,2309.77,71.03,0
9,01ATE-230,4808.53,4677.74,130.79,0
10,01ATE-230,4067.09,3988.79,78.3,0
11,01ATE-230,4081.74,4026.56,55.19,0
12,01ATE-230,4062.73,4002.69,60.04,0
13,01ATE-230,2557.12,2523.5,33.63,0
14,01ATE-230,4068.22,4025.46,42.76,0
15,01ATE-230,4058.76,4025.12,33.64,0
16,01ATE-230,4120.37,4101.78,18.59,0
17,01ATE-230,4246.13,4230.28,15.85,0
18,01ATE-230,4215.29,4183.65,31.64,0
19,01ATE-230,3275.55,3241.9,33.65,0
20,01ATE-230,4031.66,3953.12,79.02,-.49
21,01ATE-230,3488.87,3395.57,93.3,0
22,01ATE-230,4041.35,3961.37,79.99,0
23,01ATE-230,4051.61,3980.48,71.47,-.34
24,01ATE-230,2479.59,2449.97,29.62,0
1,01ATE-85,3986.09,3942.82,43.27,0
2,01ATE-85,3401.43,3343.6,57.83,0
3,01ATE-85,2456.25,2405.82,50.43,0
4,01ATE-85,1358.58,1324.2,34.38,0
5,01ATE-85,2554.13,2497.89,56.24,0
6,01ATE-85,1521.32,1477.36,43.97,0
7,01ATE-85,2972.05,2879.73,92.32,0
8,01ATE-85,2379.74,2309.77,69.97,0
9,01ATE-85,4805.99,4677.74,128.25,0
10,01ATE-85,4065.73,3988.79,76.94,0
11,01ATE-85,4079.78,4026.56,53.22,0
12,01ATE-85,4059.41,4002.69,56.72,0
13,01ATE-85,2555.56,2523.5,32.07,0
14,01ATE-85,4064.71,4025.46,39.26,0
15,01ATE-85,4055.99,4025.12,30.87,0
16,01ATE-85,4117.59,4101.78,15.81,0
17,01ATE-85,4243.52,4230.28,13.24,0
18,01ATE-85,4212.44,4183.65,28.79,0
19,01ATE-85,3274.13,3241.9,32.22,0
20,01ATE-85,4029.79,3953.12,77.08,-.41
21,01ATE-85,3486.08,3395.57,90.51,0
