Centro Nacional de Control de Energia
Precios Marginales Locales del MDA 
Sistema Interconectado Baja California Sur
Reporte diario
Fecha: 20/Junio/2017
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 19/Junio/2017 14:13:08 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Hora,Clave del nodo,Precio marginal local ($/MWh),Componente de energia ($/MWh),Componente de perdidas ($/MWh),Componente de congestion ($/MWh)
23,07PAA-115,2027.4,2012.77,14.64,0
24,07PAA-115,1873.91,1859.24,14.67,0
1,07PES-115,1752.52,1717.42,35.1,0
2,07PES-115,1792.89,1762.2,30.69,0
3,07PES-115,1658.59,1627.65,30.95,0
4,07PES-115,1556.22,1508.3,47.93,0
5,07PES-115,1718.72,1702.79,15.93,0
6,07PES-115,1704.17,1690.19,13.98,0
7,07PES-115,1706.6,1690.78,15.82,0
8,07PES-115,1722.79,1703.33,19.47,0
9,07PES-115,1589.67,1539.01,50.65,0
10,07PES-115,1710.93,1680.19,30.74,0
11,07PES-115,1800.79,1762.82,37.97,0
12,07PES-115,1708.65,1663.96,44.69,0
13,07PES-115,1755.45,1705.23,50.22,0
14,07PES-115,1817.26,1759.11,58.15,0
15,07PES-115,1848.42,1779.86,68.57,0
16,07PES-115,1937.68,1864.98,72.7,0
17,07PES-115,2256.49,2165.69,90.81,0
18,07PES-115,3267.69,3138.9,128.79,0
19,07PES-115,2105.82,2029.85,75.97,0
20,07PES-115,2051.46,1985.25,66.21,0
21,07PES-115,2238.57,2165.62,72.95,0
22,07PES-115,3364.52,3230.63,133.89,0
23,07PES-115,2091.87,2012.77,79.1,0
24,07PES-115,1921.28,1859.24,62.04,0
1,07PML-115,1777.92,1717.42,60.5,0
2,07PML-115,1823.39,1762.2,61.19,0
3,07PML-115,1681.58,1627.65,53.94,0
4,07PML-115,1555.77,1508.3,47.47,0
5,07PML-115,1755.46,1702.79,52.68,0
6,07PML-115,1741.97,1690.19,51.79,0
7,07PML-115,1742.85,1690.78,52.07,0
8,07PML-115,1757.43,1703.33,54.11,0
9,07PML-115,1592.16,1539.01,53.15,0
10,07PML-115,1743.49,1680.19,63.3,0
